iucn_sid,sciname,old_cat,iucn_rgn,cat_score,cat_current
135690,Pleuronectes platessa,NT,mediterranean,0.2,NT
135690,Pleuronectes platessa,LC,europe,0,LC
135707,Clupeonella caspia,LC,europe,0,LC
135714,Chelon ramada,LC,mediterranean,0,LC
135714,Chelon ramada,LC,europe,0,LC
135717,Platichthys flesus,NT,mediterranean,0.2,NT
135717,Platichthys flesus,LC,europe,0,LC
135719,Lethenteron camtschaticum,LC,europe,0,LC
153534,Posidonia oceanica,LC,mediterranean,0,LC
153535,Cymodocea nodosa,LC,mediterranean,0,LC
153538,Zostera marina,LC,mediterranean,0,LC
154613,Synaphobranchus affinis,"NA",europe,NA,NA
154644,Liparis liparis,LC,europe,0,LC
154647,Coelorinchus occa,DD,mediterranean,NA,DD
154668,Linophryne lucifer,LC,europe,0,LC
154687,Arnoglossus imperialis,LC,mediterranean,0,LC
154687,Arnoglossus imperialis,LC,europe,0,LC
154708,Diplodus cervinus,DD,mediterranean,NA,DD
154708,Diplodus cervinus,LC,europe,0,LC
154712,Coryphaena hippurus,LC,mediterranean,0,LC
154712,Coryphaena hippurus,LC,europe,0,LC
154729,Diaphus rafinesquii,LC,mediterranean,0,LC
154729,Diaphus rafinesquii,LC,europe,0,LC
154753,Hypleurochilus bananensis,DD,mediterranean,NA,DD
154753,Hypleurochilus bananensis,LC,europe,0,LC
154798,Thalassobathia pelagica,DD,europe,NA,DD
154801,Talismania mekistonema,DD,europe,NA,DD
154807,Caranx crysos,LC,mediterranean,0,LC
154807,Caranx crysos,LC,europe,0,LC
154816,Sebastes mentella,EN,europe,0.6,EN
154820,Alepisaurus ferox,DD,mediterranean,NA,DD
154820,Alepisaurus ferox,LC,europe,0,LC
154838,Lepidion eques,LC,europe,0,LC
154844,Platybelone argalus,"NA",europe,NA,NA
154855,Hippichthys spicifer,LC,eastern_africa,0,LC
154855,Hippichthys spicifer,LC,pan-africa,0,LC
154880,Gaidropsarus macrophthalmus,LC,europe,0,LC
154916,Chaenophryne longiceps,LC,europe,0,LC
154929,Benthocometes robustus,DD,mediterranean,NA,DD
154929,Benthocometes robustus,LC,europe,0,LC
154972,Parablennius zvonimiri,LC,europe,0,LC
154981,Paraliparis copei,"NA",europe,NA,NA
154995,Diaphus holti,LC,mediterranean,0,LC
154995,Diaphus holti,LC,europe,0,LC
154997,Bregmaceros atlanticus,LC,europe,0,LC
154998,Argyropelecus hemigymnus,LC,mediterranean,0,LC
154998,Argyropelecus hemigymnus,LC,europe,0,LC
155013,Parablennius parvicornis,LC,europe,0,LC
155030,Macroramphosus scolopax,LC,mediterranean,0,LC
155030,Macroramphosus scolopax,LC,europe,0,LC
155044,Buglossidium luteum,LC,mediterranean,0,LC
155044,Buglossidium luteum,LC,europe,0,LC
155068,Remora brachyptera,DD,mediterranean,NA,DD
155068,Remora brachyptera,"NA",europe,NA,NA
155075,Remora albescens,"NA",europe,NA,NA
155081,Hyperoglyphe perciformis,DD,europe,NA,DD
155093,Derichthys serpentinus,LC,europe,0,LC
155096,Sarda sarda,LC,mediterranean,0,LC
155096,Sarda sarda,LC,europe,0,LC
155104,Cheilopogon pinnatibarbatus,LC,europe,0,LC
155106,Kali macrodon,"NA",europe,NA,NA
155123,Clupea harengus,LC,europe,0,LC
155125,Scorpaena azorica,DD,europe,NA,DD
155132,Eustomias monodactylus,"NA",europe,NA,NA
155169,Bathylychnops brachyrhynchus,"NA",europe,NA,NA
155182,Pomadasys incisus,LC,mediterranean,0,LC
155182,Pomadasys incisus,LC,europe,0,LC
155189,Scopeloberyx opisthopterus,"NA",europe,NA,NA
155190,Simenchelys parasitica,LC,europe,0,LC
155201,Ambassis urotaenia,LC,eastern_africa,0,LC
155204,Lycodes paamiuti,LC,europe,0,LC
155213,Synodus saurus,LC,mediterranean,0,LC
155213,Synodus saurus,LC,europe,0,LC
155214,Gobius fallax,DD,mediterranean,NA,DD
155214,Gobius fallax,LC,europe,0,LC
155215,Dicologlossa cuneata,DD,mediterranean,NA,DD
155215,Dicologlossa cuneata,LC,europe,0,LC
155225,Arnoglossus rueppelii,LC,mediterranean,0,LC
155225,Arnoglossus rueppelii,DD,europe,NA,DD
155226,Chromogobius quadrivittatus,LC,europe,0,LC
155227,Serrivomer lanceolatoides,LC,europe,0,LC
155246,Synaphobranchus kaupii,LC,europe,0,LC
155282,Gobius xanthocephalus,DD,mediterranean,NA,DD
155282,Gobius xanthocephalus,LC,europe,0,LC
155318,Serranus atricauda,LC,mediterranean,0,LC
155318,Serranus atricauda,DD,europe,NA,DD
155474,Clathrocaspia gmelinii,DD,europe,NA,DD
155535,Paludinella sicana,LC,mediterranean,0,LC
155552,Eupaludestrina maltzani,DD,mediterranean,NA,DD
155552,Eupaludestrina maltzani,DD,europe,NA,DD
155597,Ecrobia vitrea,LC,mediterranean,0,LC
155597,Ecrobia vitrea,LC,europe,0,LC
155610,Eupaludestrina macei,DD,europe,NA,DD
155630,Paludinella globularis,LC,europe,0,LC
155835,Hydrobia acuta,LC,europe,0,LC
155843,Eupaludestrina dalmatica,DD,mediterranean,NA,DD
155843,Eupaludestrina dalmatica,DD,europe,NA,DD
155980,Potamopyrgus antipodarum,"NA",mediterranean,NA,NA
155980,Potamopyrgus antipodarum,"NA",europe,NA,NA
156018,Eupaludestrina rausiana,DD,mediterranean,NA,DD
156018,Eupaludestrina rausiana,DD,europe,NA,DD
161328,Torpedo marmorata,LC,mediterranean,0,LC
161328,Torpedo marmorata,LC,europe,0,LC
161339,Raja radula,EN,mediterranean,0.6,EN
161339,Raja radula,EN,europe,0.6,EN
161345,Rajella bathyphila,LC,europe,0,LC
161361,Oxynotus paradoxus,DD,europe,NA,DD
161366,Bathyraja spinicauda,LC,europe,0,LC
161371,Rajella bigelowi,LC,europe,0,LC
161377,Rajella lintea,LC,europe,0,LC
161383,Neoraja iberica,LC,europe,0,LC
161388,Etmopterus spinax,LC,mediterranean,0,LC
161388,Etmopterus spinax,NT,europe,0.2,NT
161397,Torpedo torpedo,LC,mediterranean,0,LC
161397,Torpedo torpedo,LC,europe,0,LC
161398,Galeus melastomus,LC,mediterranean,0,LC
161398,Galeus melastomus,LC,europe,0,LC
161425,Raja undulata,NT,mediterranean,0.2,NT
161425,Raja undulata,NT,europe,0.2,NT
161432,Somniosus rostratus,DD,mediterranean,NA,DD
161432,Somniosus rostratus,DD,europe,NA,DD
161443,Etmopterus pusillus,DD,europe,NA,DD
161453,Dasyatis pastinaca,VU,mediterranean,0.4,VU
161453,Dasyatis pastinaca,VU,europe,0.4,VU
161459,Raja maderensis,VU,europe,0.4,VU
161461,Leucoraja fullonica,CR,mediterranean,0.8,CR
161461,Leucoraja fullonica,VU,europe,0.4,VU
161463,Rhinoptera marginata,DD,mediterranean,NA,DD
161463,Rhinoptera marginata,DD,europe,NA,DD
161464,Leucoraja circularis,CR,mediterranean,0.8,CR
161464,Leucoraja circularis,EN,europe,0.6,EN
161475,Hydrolagus lusitanicus,LC,europe,0,LC
161484,Scyliorhinus stellaris,NT,mediterranean,0.2,NT
161484,Scyliorhinus stellaris,NT,europe,0.2,NT
161485,Mustelus punctulatus,VU,mediterranean,0.4,VU
161485,Mustelus punctulatus,VU,europe,0.4,VU
161491,Amblyraja jenseni,LC,europe,0,LC
161513,Taeniurops grabatus,DD,mediterranean,NA,DD
161513,Taeniurops grabatus,DD,europe,NA,DD
161521,Centroscyllium fabricii,LC,europe,0,LC
161542,Amblyraja radiata,LC,europe,0,LC
161551,Deania profundorum,DD,europe,NA,DD
161564,Carcharhinus altimus,DD,mediterranean,NA,DD
161564,Carcharhinus altimus,DD,europe,NA,DD
161569,Myliobatis aquila,VU,mediterranean,0.4,VU
161569,Myliobatis aquila,VU,europe,0.4,VU
161583,Scymnodalatias garricki,DD,europe,NA,DD
161622,Rajella kukujevi,LC,europe,0,LC
161626,Leucoraja naevus,NT,mediterranean,0.2,NT
161626,Leucoraja naevus,LC,europe,0,LC
161666,Neoraja caerulea,LC,europe,0,LC
161673,Raja polystigma,LC,mediterranean,0,LC
161673,Raja polystigma,LC,europe,0,LC
161691,Raja brachyura,NT,mediterranean,0.2,NT
161691,Raja brachyura,NT,europe,0.2,NT
161696,Alopias superciliosus,EN,mediterranean,0.6,EN
161696,Alopias superciliosus,EN,europe,0.6,EN
161705,Galeus murinus,LC,europe,0,LC
161717,Scymnodon ringens,LC,europe,0,LC
161729,Dipturus nidarosiensis,NT,europe,0.2,NT
161731,Pteroplatytrygon violacea,LC,mediterranean,0,LC
161731,Pteroplatytrygon violacea,LC,europe,0,LC
161748,Dasyatis marmorata,DD,mediterranean,NA,DD
161748,Dasyatis marmorata,DD,europe,NA,DD
164280,Ruppia cirrhosa,LC,pan-africa,0,LC
164280,Ruppia cirrhosa,LC,europe,0,LC
164508,Ruppia maritima,LC,pan-africa,0,LC
164508,Ruppia maritima,LC,mediterranean,0,LC
164508,Ruppia maritima,LC,europe,0,LC
164513,Ambrosia maritima,LC,pan-africa,0,LC
164513,Ambrosia maritima,LC,mediterranean,0,LC
165769,Pachymelania aurita,LC,western_africa,0,LC
165769,Pachymelania aurita,LC,central_africa,0,LC
165769,Pachymelania aurita,LC,pan-africa,0,LC
165769,Pachymelania aurita,LC,southern_africa,0,LC
165778,Nereina afra,LC,pan-africa,0,LC
165778,Nereina afra,LC,southern_africa,0,LC
165780,Vitta glabrata,LC,western_africa,0,LC
165780,Vitta glabrata,LC,central_africa,0,LC
165780,Vitta glabrata,LC,pan-africa,0,LC
165780,Vitta glabrata,LC,southern_africa,0,LC
165788,Vitta adansoniana,LC,western_africa,0,LC
165788,Vitta adansoniana,LC,central_africa,0,LC
165788,Vitta adansoniana,LC,pan-africa,0,LC
165788,Vitta adansoniana,LC,southern_africa,0,LC
165803,Tympanotonos fuscatus,LC,western_africa,0,LC
165803,Tympanotonos fuscatus,LC,central_africa,0,LC
165803,Tympanotonos fuscatus,LC,pan-africa,0,LC
165803,Tympanotonos fuscatus,LC,southern_africa,0,LC
165811,Septaria borbonica,EN,pan-africa,0.6,EN
165811,Septaria borbonica,EN,southern_africa,0.6,EN
166077,Eleotris fusca,LC,eastern_africa,0,LC
166077,Eleotris fusca,LC,pan-africa,0,LC
166077,Eleotris fusca,LC,southern_africa,0,LC
166189,Anguilla marmorata,LC,pan-africa,0,LC
166189,Anguilla marmorata,LC,southern_africa,0,LC
166533,Glossogobius giuris,LC,eastern_africa,0,LC
166533,Glossogobius giuris,LC,pan-africa,0,LC
166533,Glossogobius giuris,LC,southern_africa,0,LC
166552,Pisodonophis boro,LC,eastern_africa,0,LC
166552,Pisodonophis boro,LC,pan-africa,0,LC
166856,Planiliza macrolepis,LC,eastern_africa,0,LC
166856,Planiliza macrolepis,LC,pan-africa,0,LC
166868,Megalops cyprinoides,LC,eastern_africa,0,LC
166868,Megalops cyprinoides,LC,pan-africa,0,LC
166892,Terapon jarbua,LC,eastern_africa,0,LC
166925,Monodactylus argenteus,DD,northern_africa,NA,DD
167944,Odaxothrissa ansorgii,LC,western_africa,0,LC
167944,Odaxothrissa ansorgii,LC,central_africa,0,LC
167944,Odaxothrissa ansorgii,LC,pan-africa,0,LC
167944,Odaxothrissa ansorgii,LC,southern_africa,0,LC
167946,Odaxothrissa mento,VU,western_africa,0.4,VU
167946,Odaxothrissa mento,LC,central_africa,0,LC
167946,Odaxothrissa mento,LC,pan-africa,0,LC
167997,Pellonula vorax,LC,western_africa,0,LC
167997,Pellonula vorax,LC,central_africa,0,LC
167997,Pellonula vorax,LC,pan-africa,0,LC
167997,Pellonula vorax,LC,southern_africa,0,LC
168000,Enneacampus kaupi,LC,western_africa,0,LC
168000,Enneacampus kaupi,LC,central_africa,0,LC
168000,Enneacampus kaupi,LC,pan-africa,0,LC
169361,Hippichthys heptagonus,LC,eastern_africa,0,LC
169361,Hippichthys heptagonus,LC,southern_africa,0,LC
170155,Diplodus sargus,LC,europe,0,LC
170159,Pagrus caeruleostictus,DD,mediterranean,NA,DD
170159,Pagrus caeruleostictus,LC,europe,0,LC
170160,Lithognathus mormyrus,LC,mediterranean,0,LC
170160,Lithognathus mormyrus,LC,europe,0,LC
170162,Pagellus bellottii,LC,europe,0,LC
170166,Dentex maroccanus,DD,mediterranean,NA,DD
170166,Dentex maroccanus,LC,europe,0,LC
170169,Sarpa salpa,LC,mediterranean,0,LC
170169,Sarpa salpa,LC,europe,0,LC
170186,Dentex gibbosus,DD,mediterranean,NA,DD
170186,Dentex gibbosus,LC,europe,0,LC
170197,Oblada melanura,LC,mediterranean,0,LC
170197,Oblada melanura,LC,europe,0,LC
170220,Pagrus auriga,DD,mediterranean,NA,DD
170220,Pagrus auriga,LC,europe,0,LC
170222,Diplodus bellottii,LC,europe,0,LC
170224,Pagellus erythrinus,LC,mediterranean,0,LC
170224,Pagellus erythrinus,LC,europe,0,LC
170229,Pagellus acarne,LC,mediterranean,0,LC
170229,Pagellus acarne,LC,europe,0,LC
170232,Dentex macrophthalmus,DD,mediterranean,NA,DD
170232,Dentex macrophthalmus,LC,europe,0,LC
170244,Pagellus bogaraveo,LC,mediterranean,0,LC
170244,Pagellus bogaraveo,NT,europe,0.2,NT
170245,Dentex dentex,VU,mediterranean,0.4,VU
170245,Dentex dentex,VU,europe,0.4,VU
170251,Boops boops,LC,mediterranean,0,LC
170251,Boops boops,LC,europe,0,LC
170253,Sparus aurata,LC,mediterranean,0,LC
170253,Sparus aurata,LC,europe,0,LC
170258,Spondyliosoma cantharus,LC,mediterranean,0,LC
170258,Spondyliosoma cantharus,LC,europe,0,LC
170260,Diplodus annularis,LC,mediterranean,0,LC
170260,Diplodus annularis,LC,europe,0,LC
170261,Diplodus vulgaris,LC,mediterranean,0,LC
170261,Diplodus vulgaris,LC,europe,0,LC
170262,Diplodus puntazzo,LC,mediterranean,0,LC
170262,Diplodus puntazzo,LC,europe,0,LC
170280,Spicara maena,LC,mediterranean,0,LC
170280,Spicara maena,LC,europe,0,LC
170283,Spicara smaris,LC,mediterranean,0,LC
170283,Spicara smaris,LC,europe,0,LC
170284,Centracanthus cirrus,LC,mediterranean,0,LC
170284,Centracanthus cirrus,LC,europe,0,LC
170310,Katsuwonus pelamis,LC,mediterranean,0,LC
170310,Katsuwonus pelamis,LC,europe,0,LC
170319,Orcynopsis unicolor,LC,mediterranean,0,LC
170319,Orcynopsis unicolor,VU,europe,0.4,VU
170322,Kajikia albida,DD,mediterranean,NA,DD
170326,Scomberomorus tritor,LC,mediterranean,0,LC
170326,Scomberomorus tritor,LC,europe,0,LC
170331,Acanthocybium solandri,LC,mediterranean,0,LC
170331,Acanthocybium solandri,LC,europe,0,LC
170333,Tetrapturus georgii,DD,europe,NA,DD
170334,Tetrapturus belone,LC,mediterranean,0,LC
170334,Tetrapturus belone,LC,europe,0,LC
170344,Auxis thazard,LC,mediterranean,0,LC
170345,Euthynnus alletteratus,LC,mediterranean,0,LC
170345,Euthynnus alletteratus,LC,europe,0,LC
170350,Coryphaena equiselis,DD,mediterranean,NA,DD
170350,Coryphaena equiselis,LC,europe,0,LC
170354,Scomber scombrus,LC,mediterranean,0,LC
170354,Scomber scombrus,LC,europe,0,LC
170355,Auxis rochei,LC,mediterranean,0,LC
170355,Auxis rochei,LC,europe,0,LC
170357,Scomber colias,NT,mediterranean,0.2,NT
170357,Scomber colias,LC,europe,0,LC
170600,Myosotella myosotis,LC,europe,0,LC
170603,Ovatella vulcani,LC,europe,0,LC
170605,Ovatella aequalis,LC,europe,0,LC
172016,Assiminea avilai,DD,europe,NA,DD
172321,Ambassis gymnocephalus,LC,eastern_africa,0,LC
173361,Zostera noltii,LC,mediterranean,0,LC
175136,Potamopyrgus ciliatus,LC,western_africa,0,LC
175136,Potamopyrgus ciliatus,"NA",central_africa,NA,NA
175136,Potamopyrgus ciliatus,LC,pan-africa,0,LC
175138,Assiminea hessei,EN,western_africa,0.6,EN
175138,Assiminea hessei,DD,central_africa,NA,DD
175138,Assiminea hessei,DD,pan-africa,NA,DD
175139,Melampus liberianus,LC,western_africa,0,LC
175140,Pachymelania byronensis,LC,western_africa,0,LC
175140,Pachymelania byronensis,LC,pan-africa,0,LC
178023,Acanthurus monroviae,"NA",europe,NA,NA
179034,Tripterygion tartessicum,LC,europe,0,LC
181000,Mugilogobius mertoni,LC,pan-africa,0,LC
181000,Mugilogobius mertoni,LC,southern_africa,0,LC
181550,Dalophis boulengeri,DD,northern_africa,NA,DD
181550,Dalophis boulengeri,LC,central_africa,0,LC
181550,Dalophis boulengeri,LC,pan-africa,0,LC
181567,Aplocheilichthys spilauchen,LC,western_africa,0,LC
181567,Aplocheilichthys spilauchen,LC,central_africa,0,LC
181567,Aplocheilichthys spilauchen,LC,pan-africa,0,LC
181567,Aplocheilichthys spilauchen,LC,southern_africa,0,LC
181577,Eleotris senegalensis,LC,western_africa,0,LC
181577,Eleotris senegalensis,LC,central_africa,0,LC
181577,Eleotris senegalensis,LC,pan-africa,0,LC
181577,Eleotris senegalensis,DD,southern_africa,NA,DD
181797,Dormitator lebretonis,LC,western_africa,0,LC
181797,Dormitator lebretonis,LC,central_africa,0,LC
181797,Dormitator lebretonis,LC,pan-africa,0,LC
181933,Yongeichthys thomasi,LC,western_africa,0,LC
181933,Yongeichthys thomasi,"NA",central_africa,NA,NA
181933,Yongeichthys thomasi,LC,pan-africa,0,LC
181943,Tylochromis jentinki,LC,western_africa,0,LC
181943,Tylochromis jentinki,LC,pan-africa,0,LC
181984,Gobionellus oceanicus,LC,western_africa,0,LC
181984,Gobionellus oceanicus,LC,pan-africa,0,LC
182093,Chrysichthys maurus,LC,western_africa,0,LC
182093,Chrysichthys maurus,LC,pan-africa,0,LC
182223,Coptodon guineensis,LC,western_africa,0,LC
182223,Coptodon guineensis,DD,northern_africa,NA,DD
182223,Coptodon guineensis,LC,central_africa,0,LC
182223,Coptodon guineensis,LC,pan-africa,0,LC
182223,Coptodon guineensis,DD,southern_africa,NA,DD
182239,Eleotris daganensis,LC,western_africa,0,LC
182239,Eleotris daganensis,LC,central_africa,0,LC
182239,Eleotris daganensis,LC,pan-africa,0,LC
182239,Eleotris daganensis,LC,southern_africa,0,LC
182285,Periophthalmus barbarus,LC,western_africa,0,LC
182285,Periophthalmus barbarus,LC,central_africa,0,LC
182285,Periophthalmus barbarus,LC,pan-africa,0,LC
182330,Bryconalestes longipinnis,LC,western_africa,0,LC
182330,Bryconalestes longipinnis,LC,central_africa,0,LC
182330,Bryconalestes longipinnis,LC,pan-africa,0,LC
182363,Bostrychus africanus,LC,western_africa,0,LC
182363,Bostrychus africanus,LC,central_africa,0,LC
182363,Bostrychus africanus,LC,pan-africa,0,LC
182498,Tylochromis praecox,DD,central_africa,NA,DD
182498,Tylochromis praecox,DD,pan-africa,NA,DD
182549,Elops lacerta,LC,central_africa,0,LC
182549,Elops lacerta,LC,pan-africa,0,LC
182611,Ethmalosa fimbriata,LC,western_africa,0,LC
182611,Ethmalosa fimbriata,LC,central_africa,0,LC
182611,Ethmalosa fimbriata,LC,pan-africa,0,LC
182622,Coptodon louka,LC,western_africa,0,LC
182622,Coptodon louka,LC,pan-africa,0,LC
182712,Eleotris annobonensis,DD,central_africa,NA,DD
182712,Eleotris annobonensis,DD,pan-africa,NA,DD
182779,Arius gigas,DD,western_africa,NA,DD
182779,Arius gigas,DD,pan-africa,NA,DD
182807,Poropanchax scheeli,LC,western_africa,0,LC
182807,Poropanchax scheeli,LC,central_africa,0,LC
182807,Poropanchax scheeli,LC,pan-africa,0,LC
182905,Pelvicachromis pulcher,LC,western_africa,0,LC
182905,Pelvicachromis pulcher,LC,central_africa,0,LC
182905,Pelvicachromis pulcher,LC,pan-africa,0,LC
182933,Gobioides sagitta,LC,western_africa,0,LC
182933,Gobioides sagitta,LC,pan-africa,0,LC
183097,Microphis brachyurus ssp. aculeatus,LC,western_africa,0,LC
183097,Microphis brachyurus ssp. aculeatus,"NA",central_africa,NA,NA
183097,Microphis brachyurus ssp. aculeatus,LC,pan-africa,0,LC
183097,Microphis brachyurus ssp. aculeatus,DD,southern_africa,NA,DD
183152,Microphis fluviatilis,LC,eastern_africa,0,LC
183152,Microphis fluviatilis,LC,pan-africa,0,LC
183152,Microphis fluviatilis,LC,southern_africa,0,LC
183153,Myrophis plumbeus,LC,central_africa,0,LC
183153,Myrophis plumbeus,LC,pan-africa,0,LC
183155,Anguilla mossambica,LC,eastern_africa,0,LC
183155,Anguilla mossambica,LC,pan-africa,0,LC
183155,Anguilla mossambica,LC,southern_africa,0,LC
183156,Awaous lateristriga,LC,western_africa,0,LC
183156,Awaous lateristriga,LC,central_africa,0,LC
183156,Awaous lateristriga,LC,pan-africa,0,LC
183156,Awaous lateristriga,LC,southern_africa,0,LC
183158,Kuhlia rupestris,LC,eastern_africa,0,LC
183158,Kuhlia rupestris,LC,pan-africa,0,LC
183160,Awaous aeneofuscus,LC,eastern_africa,0,LC
183160,Awaous aeneofuscus,LC,pan-africa,0,LC
183160,Awaous aeneofuscus,LC,southern_africa,0,LC
183161,Sicydium brevifile,LC,western_africa,0,LC
183161,Sicydium brevifile,VU,central_africa,0.4,VU
183161,Sicydium brevifile,LC,pan-africa,0,LC
183167,Hippichthys cyanospilos,LC,eastern_africa,0,LC
183167,Hippichthys cyanospilos,LC,pan-africa,0,LC
183169,Eleotris vittata,LC,western_africa,0,LC
183169,Eleotris vittata,LC,central_africa,0,LC
183169,Eleotris vittata,LC,pan-africa,0,LC
183169,Eleotris vittata,LC,southern_africa,0,LC
183170,Nematogobius maindroni,LC,western_africa,0,LC
183170,Nematogobius maindroni,LC,central_africa,0,LC
183170,Nematogobius maindroni,LC,pan-africa,0,LC
183171,Chelon dumerili,LC,western_africa,0,LC
183171,Chelon dumerili,LC,central_africa,0,LC
183171,Chelon dumerili,LC,pan-africa,0,LC
183175,Porogobius schlegelii,LC,western_africa,0,LC
183175,Porogobius schlegelii,LC,central_africa,0,LC
183175,Porogobius schlegelii,LC,pan-africa,0,LC
183176,Butis koilomatodon,LC,eastern_africa,0,LC
183176,Butis koilomatodon,"NA",central_africa,NA,NA
183176,Butis koilomatodon,LC,pan-africa,0,LC
183177,Bathygobius soporator,LC,western_africa,0,LC
183177,Bathygobius soporator,LC,central_africa,0,LC
183177,Bathygobius soporator,LC,pan-africa,0,LC
183776,Hirundichthys rondeletii,LC,mediterranean,0,LC
183776,Hirundichthys rondeletii,LC,europe,0,LC
184493,Melampus massauensis,DD,northeastern_africa,NA,DD
184493,Melampus massauensis,DD,pan-africa,NA,DD
184520,Laemodonta oblonga,DD,northeastern_africa,NA,DD
184520,Laemodonta oblonga,DD,pan-africa,NA,DD
184576,Laemodonta amplicata,DD,northeastern_africa,NA,DD
184576,Laemodonta amplicata,DD,pan-africa,NA,DD
184590,Galatea nux,LC,central_africa,0,LC
184590,Galatea nux,LC,pan-africa,0,LC
184626,Iphigenia curta,LC,central_africa,0,LC
184626,Iphigenia curta,LC,pan-africa,0,LC
184635,Galatea schwabi,DD,central_africa,NA,DD
184635,Galatea schwabi,DD,pan-africa,NA,DD
184679,Cerithidea decollata,DD,eastern_africa,NA,DD
184679,Cerithidea decollata,DD,northeastern_africa,NA,DD
184679,Cerithidea decollata,LC,pan-africa,0,LC
184686,Mytilopsis africana,LC,central_africa,0,LC
184686,Mytilopsis africana,LC,pan-africa,0,LC
184700,Galatea heukelomii,LC,central_africa,0,LC
184700,Galatea heukelomii,LC,pan-africa,0,LC
184711,Iphigenia laevigata,LC,central_africa,0,LC
184711,Iphigenia laevigata,LC,pan-africa,0,LC
184723,Galatea congica,LC,central_africa,0,LC
184723,Galatea congica,LC,pan-africa,0,LC
184732,Galatea tenuicula,LC,central_africa,0,LC
184732,Galatea tenuicula,LC,pan-africa,0,LC
184745,Galatea cailliaudi,LC,central_africa,0,LC
184745,Galatea cailliaudi,LC,pan-africa,0,LC
185126,Blennius ocellaris,LC,mediterranean,0,LC
185126,Blennius ocellaris,LC,europe,0,LC
185127,Lipophrys trigloides,LC,mediterranean,0,LC
185127,Lipophrys trigloides,LC,europe,0,LC
185128,Parablennius gattorugine,LC,mediterranean,0,LC
185128,Parablennius gattorugine,LC,europe,0,LC
185129,Ophioblennius atlanticus,LC,europe,0,LC
185146,Tripterygion delaisi,LC,mediterranean,0,LC
185146,Tripterygion delaisi,LC,europe,0,LC
185155,Clinitrachus argentatus,LC,mediterranean,0,LC
185155,Clinitrachus argentatus,LC,europe,0,LC
185156,Microlipophrys canevae,LC,mediterranean,0,LC
185156,Microlipophrys canevae,LC,europe,0,LC
185162,Parablennius ruber,LC,europe,0,LC
185165,Coryphoblennius galerita,LC,mediterranean,0,LC
185165,Coryphoblennius galerita,LC,europe,0,LC
185168,Aidablennius sphynx,LC,mediterranean,0,LC
185168,Aidablennius sphynx,LC,europe,0,LC
185175,Salaria pavo,LC,mediterranean,0,LC
185175,Salaria pavo,LC,europe,0,LC
185180,Lipophrys pholis,LC,europe,0,LC
185181,Parablennius incognitus,LC,mediterranean,0,LC
185181,Parablennius incognitus,LC,europe,0,LC
185182,Dactylopterus volitans,LC,mediterranean,0,LC
185182,Dactylopterus volitans,LC,europe,0,LC
185185,Parablennius tentacularis,LC,mediterranean,0,LC
185185,Parablennius tentacularis,LC,europe,0,LC
185193,Parablennius sanguinolentus,LC,mediterranean,0,LC
185193,Parablennius sanguinolentus,LC,europe,0,LC
185774,Pedipes affinis,DD,northeastern_africa,NA,DD
185774,Pedipes affinis,DD,pan-africa,NA,DD
186069,Mauligobius nigri,DD,central_africa,NA,DD
186078,Bathygobius casamancus,"NA",central_africa,NA,NA
186106,Acantholabrus palloni,LC,mediterranean,0,LC
186106,Acantholabrus palloni,LC,europe,0,LC
187397,Labrus mixtus,LC,mediterranean,0,LC
187397,Labrus mixtus,LC,europe,0,LC
187398,Labrus bergylta,LC,europe,0,LC
187418,Thalassoma pavo,LC,mediterranean,0,LC
187418,Thalassoma pavo,LC,europe,0,LC
187455,Symphodus trutta,LC,europe,0,LC
187475,Symphodus mediterraneus,LC,mediterranean,0,LC
187475,Symphodus mediterraneus,LC,europe,0,LC
187492,Symphodus ocellatus,LC,mediterranean,0,LC
187492,Symphodus ocellatus,LC,europe,0,LC
187495,Bodianus scrofa,VU,europe,0.4,VU
187522,Symphodus bailloni,DD,mediterranean,NA,DD
187522,Symphodus bailloni,LC,europe,0,LC
187541,Labrus merula,LC,mediterranean,0,LC
187541,Labrus merula,LC,europe,0,LC
187573,Symphodus rostratus,LC,mediterranean,0,LC
187573,Symphodus rostratus,LC,europe,0,LC
187595,Symphodus caeruleus,LC,europe,0,LC
187653,Symphodus roissali,LC,mediterranean,0,LC
187653,Symphodus roissali,LC,europe,0,LC
187654,Labrus viridis,VU,mediterranean,0.4,VU
187654,Labrus viridis,VU,europe,0.4,VU
187678,Lappanella fasciata,LC,europe,0,LC
187696,Xyrichtys novacula,LC,mediterranean,0,LC
187696,Xyrichtys novacula,LC,europe,0,LC
187714,Symphodus cinereus,LC,mediterranean,0,LC
187714,Symphodus cinereus,LC,europe,0,LC
187748,Symphodus melops,LC,mediterranean,0,LC
187748,Symphodus melops,LC,europe,0,LC
187751,Ctenolabrus rupestris,LC,mediterranean,0,LC
187751,Ctenolabrus rupestris,LC,europe,0,LC
187752,Coris julis,LC,mediterranean,0,LC
187752,Coris julis,LC,europe,0,LC
187756,Symphodus melanocercus,LC,mediterranean,0,LC
187756,Symphodus melanocercus,LC,europe,0,LC
187775,Symphodus doderleini,LC,mediterranean,0,LC
187775,Symphodus doderleini,LC,europe,0,LC
187803,Centrolabrus exoletus,LC,europe,0,LC
187805,Symphodus tinca,LC,mediterranean,0,LC
187805,Symphodus tinca,LC,europe,0,LC
188113,Ponticola eurycephalus,LC,europe,0,LC
188324,Chromis chromis,LC,mediterranean,0,LC
