iucn_sid,sciname,old_cat,iucn_rgn,cat_score,cat_current
68462789,Pterolepis elymica,EN,europe,0.6,EN
60469186,Alepisaurus brevirostris,NA,europe,NA,NA
60481885,Narcetes erimelas,NA,europe,NA,NA
67968894,Antennatus nummifer,NA,europe,NA,NA
21112836,Fowlerichthys senegalensis,NA,europe,NA,NA
190332,Canthidermis sufflamen,NA,europe,NA,NA
154844,Platybelone argalus,NA,europe,NA,NA
191829,Caranx latus,NA,europe,NA,NA
16431757,Caranx lugubris,NA,europe,NA,NA
190117,Decapterus macarellus,NA,europe,NA,NA
190447,Caulophryne jordani,NA,europe,NA,NA
21112867,Caulophryne polynema,NA,europe,NA,NA
60469712,Cetomimus hempeli,DD,europe,NA,DD
190260,Cetostoma regani,NA,europe,NA,NA
190331,Gyrinomimus myersi,NA,europe,NA,NA
21113904,Kali indica,NA,europe,NA,NA
60471792,Kali kerberti,NA,europe,NA,NA
60471825,Kali macrura,NA,europe,NA,NA
60483083,Pseudoscopelus altipinnis,NA,europe,NA,NA
60483092,Pseudoscopelus scutatus,NA,europe,NA,NA
193606,Diodon eydouxii,NA,europe,NA,NA
190137,Diretmichthys parini,NA,europe,NA,NA
190461,Phtheirichthys lineatus,NA,europe,NA,NA
47164926,Coccorella atlantica,NA,europe,NA,NA
13462713,Evermannella melanoderma,LC,europe,0,LC
20665551,Diplospinus multistriatus,NA,europe,NA,NA
16509126,Gempylus serpens,NA,europe,NA,NA
16509242,Nealotus tripes,NA,europe,NA,NA
60470680,Gigantactis ios,LC,europe,0,LC
60470687,Gigantactis vanhoeffeni,NA,europe,NA,NA
21132825,Cyclothone obscura,NA,europe,NA,NA
60469980,Cyclothone parapallida,NA,europe,NA,NA
21132828,Gonostoma atlanticum,NA,europe,NA,NA
190223,Manducus maderensis,NA,europe,NA,NA
190356,Aldrovandia affinis,NA,europe,NA,NA
195839,Aldrovandia rostrata,NA,europe,NA,NA
15521875,Hemiramphus balao,NA,europe,NA,NA
60470792,Himantolophus albinares,NA,europe,NA,NA
60470817,Himantolophus brevirostris,NA,europe,NA,NA
20665719,Howella simplex,NA,europe,NA,NA
20665743,Howella atlantica,LC,europe,0,LC
13462745,Bathymicrops regis,NA,europe,NA,NA
190334,Bathytyphlops sewelli,NA,europe,NA,NA
60470770,Haplophryne mollis,NA,europe,NA,NA
60472203,Linophryne polypogon,DD,europe,NA,DD
60472409,Linophryne racemifera,DD,europe,NA,DD
42830286,Photocorynus spiniceps,NA,europe,NA,NA
60471195,Hymenogadus gracilis,NA,europe,NA,NA
60482037,Odontomacrurus murrayi,NA,europe,NA,NA
190237,Squalogadus modificatus,NA,europe,NA,NA
60477122,Melamphaes longivelis,NA,europe,NA,NA
60477337,Melamphaes polylepis,NA,europe,NA,NA
60477619,Melamphaes pumilus,NA,europe,NA,NA
21132822,Melamphaes simus,NA,europe,NA,NA
60477991,Melamphaes suborbitalis,NA,europe,NA,NA
60478393,Melamphaes typhlops,NA,europe,NA,NA
60482810,Poromitra capito,NA,europe,NA,NA
60482859,Poromitra megalops,NA,europe,NA,NA
61934264,Scopeloberyx robustus,NA,europe,NA,NA
42830239,Melanocetus murrayi,NA,europe,NA,NA
60481712,Nansenia longicauda,NA,europe,NA,NA
193634,Masturus lanceolatus,NA,europe,NA,NA
60481663,Monognathus nigeli,NA,europe,NA,NA
60471850,Laemonema robustum,NA,europe,NA,NA
15522236,Laemonema yarrellii,LC,europe,0,LC
15598524,Benthosema suborbitale,NA,europe,NA,NA
190317,Bolinichthys photothorax,NA,europe,NA,NA
190488,Bolinichthys supralateralis,NA,europe,NA,NA
15598550,Centrobranchus nigroocellatus,NA,europe,NA,NA
15598596,Ceratoscopelus warmingii,NA,europe,NA,NA
190314,Diaphus dumerilii,NA,europe,NA,NA
15598639,Diaphus effulgens,NA,europe,NA,NA
15598672,Diaphus lucidus,NA,europe,NA,NA
190197,Diaphus mollis,NA,europe,NA,NA
15598778,Diaphus perspicillatus,NA,europe,NA,NA
15598791,Diaphus splendidus,NA,europe,NA,NA
15598799,Diaphus subtilis,NA,europe,NA,NA
15598812,Diaphus termophilus,NA,europe,NA,NA
15598815,Hygophum macrochir,NA,europe,NA,NA
15598887,Hygophum reinhardtii,NA,europe,NA,NA
15598938,Hygophum taaningi,NA,europe,NA,NA
15598948,Lampadena anomala,NA,europe,NA,NA
15598951,Lampadena chavesi,NA,europe,NA,NA
15598957,Lampadena luminosa,NA,europe,NA,NA
15599067,Lampanyctus festivus,NA,europe,NA,NA
15599060,Lampanyctus alatus,NA,europe,NA,NA
15599123,Lepidophanes gaussi,LC,europe,0,LC
15599136,Lepidophanes guentheri,NA,europe,NA,NA
15599150,Myctophum affine,NA,europe,NA,NA
15600453,Myctophum nitidulum,NA,europe,NA,NA
15600738,Nannobrachium cuprarium,NA,europe,NA,NA
190311,Nannobrachium lineatum,NA,europe,NA,NA
15601865,Notoscopelus caudispinosus,NA,europe,NA,NA
15601902,Taaningichthys minimus,NA,europe,NA,NA
15601905,Taaningichthys paurolychnus,NA,europe,NA,NA
199323,Nemichthys curvirostris,NA,europe,NA,NA
60481914,Neoceratias spinifer,NA,europe,NA,NA
15601909,Neoscopelus macrolepidotus,NA,europe,NA,NA
15601913,Scopelengys tristis,NA,europe,NA,NA
16545183,Nomeus gronovii,NA,europe,NA,NA
47145180,Psenes maculatus,NA,europe,NA,NA
60469804,Chaenophryne draco,NA,europe,NA,NA
42830251,Chaenophryne ramifera,NA,europe,NA,NA
60469877,Ctenochirichthys longimanus,NA,europe,NA,NA
42830260,Dolopichthys allector,NA,europe,NA,NA
61934241,Dolopichthys danae,NA,europe,NA,NA
60470361,Dolopichthys pullatus,NA,europe,NA,NA
60471934,Leptacanthichthys gracilispinis,NA,europe,NA,NA
42830277,Microlophichthys microlophus,NA,europe,NA,NA
60482063,Oneirodes clarkei,NA,europe,NA,NA
60482102,Oneirodes macrosteus,NA,europe,NA,NA
60482105,Oneirodes myrionemus,NA,europe,NA,NA
60482374,Pentherichthys atratus,NA,europe,NA,NA
60482562,Phyllorhinichthys micractis,NA,europe,NA,NA
190402,Spiniphryne gladisfenae,NA,europe,NA,NA
190201,Acanthonus armatus,NA,europe,NA,NA
190154,Bassozetus compressus,NA,europe,NA,NA
60469264,Bassozetus levistomatus,NA,europe,NA,NA
60471901,Lamprogrammus niger,NA,europe,NA,NA
60482312,Penopus microphthalmus,NA,europe,NA,NA
60482748,Porogadus miles,NA,europe,NA,NA
60482248,Parabrotula plagiophthalma,NA,europe,NA,NA
13485398,Lestidiops affinis,NA,europe,NA,NA
13485631,Macroparalepis affinis,NA,europe,NA,NA
21108245,Maulisia microlepis,NA,europe,NA,NA
190255,Cookeolus japonicus,NA,europe,NA,NA
16749737,Heteropriacanthus cruentatus,NA,europe,NA,NA
21112632,Radiicephalus elongatus,NA,europe,NA,NA
60483273,Rondeletia loricata,NA,europe,NA,NA
21132418,Scombrolabrax heterolepis,NA,europe,NA,NA
13485675,Benthalbella infans,NA,europe,NA,NA
20662018,Rosenblattichthys hubbsi,NA,europe,NA,NA
190316,Scopelarchus analis,NA,europe,NA,NA
13485856,Scopelarchus guentheri,NA,europe,NA,NA
15622835,Setarches guentheri,NA,europe,NA,NA
15622672,Microchirus wittei,NA,europe,NA,NA
190399,Sphyraena barracuda,NA,europe,NA,NA
190341,Acanthochaenus luetkenii,NA,europe,NA,NA
190118,Argyropelecus affinis,NA,europe,NA,NA
21132859,Argyropelecus sladeni,NA,europe,NA,NA
60476220,Maurolicus amethystinopunctatus,LC,europe,0,LC
190353,Aristostomias tittmanni,NA,europe,NA,NA
21132901,Aristostomias xenostoma,NA,europe,NA,NA
21132910,Astronesthes indicus,NA,europe,NA,NA
190360,Astronesthes macropogon,NA,europe,NA,NA
21132914,Astronesthes micropogon,NA,europe,NA,NA
21132928,Bathophilus brevis,NA,europe,NA,NA
21132935,Bathophilus longipinnis,NA,europe,NA,NA
21132953,Bathophilus pawneei,NA,europe,NA,NA
21132963,Borostomias elucens,NA,europe,NA,NA
190359,Borostomias mononema,NA,europe,NA,NA
60470382,Eustomias contiguus,NA,europe,NA,NA
21132986,Eustomias enbarbatus,NA,europe,NA,NA
21132989,Eustomias fissibarbis,NA,europe,NA,NA
47165317,Eustomias longibarba,NA,europe,NA,NA
47165363,Eustomias macrurus,NA,europe,NA,NA
60470418,Eustomias satterleei,NA,europe,NA,NA
60470422,Eustomias simplex,NA,europe,NA,NA
21133018,Grammatostomias dentatus,NA,europe,NA,NA
21133039,Leptostomias longibarba,NA,europe,NA,NA
190103,Melanostomias biseriatus,NA,europe,NA,NA
21133050,Melanostomias tentaculatus,NA,europe,NA,NA
21133091,Photonectes braueri,NA,europe,NA,NA
21133108,Photonectes margarita,NA,europe,NA,NA
21133116,Photonectes mirabilis,NA,europe,NA,NA
47165472,Photonectes parvimanus,NA,europe,NA,NA
47165490,Photostomias goodyeari,NA,europe,NA,NA
21112669,Stylephorus chordatus,NA,europe,NA,NA
199056,Dysommina proboscideus,DD,europe,NA,DD
199366,Synaphobranchus brevidorsalis,NA,europe,NA,NA
199025,Synaphobranchus dolichorhynchus,NA,europe,NA,NA
16441698,Synodus foetens,NA,europe,NA,NA
190296,Tetragonurus atlanticus,NA,europe,NA,NA
60471925,Lasiognathus saccostoma,NA,europe,NA,NA
16449531,Gephyroberyx darwinii,NA,europe,NA,NA
21110117,Hoplostethus cadenati,NA,europe,NA,NA
21133207,Zenion hololepis,NA,europe,NA,NA
21133010,Eustomias schmidti,NA,europe,NA,NA
190256,Eustomias tetranema,NA,europe,NA,NA
60471855,Lampadena speculigera,NA,europe,NA,NA
71942692,Lampadena atlantica,NA,europe,NA,NA
60471860,Lampanyctus photonotus,NA,europe,NA,NA
21133035,Leptostomias haplocaulus,NA,europe,NA,NA
60473762,Loweina interrupta,NA,europe,NA,NA
60474290,Loweina rara,NA,europe,NA,NA
41745,Centrophorus uyato,VU,europe,0.4,VU
39386,Sphyrna mokarran,DD,europe,NA,DD
16084393,Epacromius coerulipes,NT,europe,0.2,NT
16084630,Heteracris adspersa,VU,europe,0.4,VU
16084428,Tropidopola cylindrica,VU,europe,0.4,VU
68378649,Eumodicogryllus theryi,LC,europe,0,LC
68460190,Pseudomogoplistes squamiger,LC,europe,0,LC
68460220,Pseudomogoplistes vicentae,VU,europe,0.4,VU
68280729,Conocephalus dorsalis,LC,europe,0,LC
68486527,Zeuneriana burriana,LC,europe,0,LC
76113976,Assiminea ostiorum,DD,europe,NA,DD
170603,Ovatella vulcani,LC,europe,0,LC
170604,Ovatella firminii,LC,europe,0,LC
170605,Ovatella aequalis,LC,europe,0,LC
170607,Pedipes pedipes,LC,europe,0,LC
78314214,Platycleis kibris,CR,europe,0.8,CR
79914128,Euphorbia dendroides,LC,europe,0,LC
79919017,Halostachys belangeriana,LC,europe,0,LC
198763,Nerophis maculatus,DD,europe,NA,DD
198764,Nerophis ophidion,LC,europe,0,LC
165443,Tamarix hampeana,LC,europe,0,LC
79928337,Tamarix gallica,LC,europe,0,LC
18258266,Syngnathus variegatus,DD,europe,NA,DD
83466958,Asplenium adiantum-nigrum,LC,europe,0,LC
83476692,Asplenium marinum,LC,europe,0,LC
83489970,Asplenium monanthes,LC,europe,0,LC
83503045,Asplenium obovatum,LC,europe,0,LC
83504456,Asplenium scolopendrium,LC,europe,0,LC
135672,Coregonus maraena,LC,europe,0,LC
202937,Asplenium trichomanes,LC,europe,0,LC
83610391,Ophioglossum azoricum,LC,europe,0,LC
194161,Ophioglossum lusitanicum,LC,europe,0,LC
18825204,Ophioglossum vulgatum,LC,europe,0,LC
164368,Osmunda regalis,LC,europe,0,LC
83650696,Polypodium cambricum,LC,europe,0,LC
83650727,Polypodium interjectum,LC,europe,0,LC
164082,Adiantum capillus-veneris,LC,europe,0,LC
19347300,Anogramma leptophylla,LC,europe,0,LC
78680592,Pteris dentata,DD,europe,NA,DD
177137,Pteris vittata,LC,europe,0,LC
83644345,Woodsia alpina,LC,europe,0,LC
203004,Equisetum telmateia,LC,europe,0,LC
170600,Myosotella myosotis,LC,europe,0,LC
170609,Pseudomelampus exiguus,LC,europe,0,LC
170637,Truncatella subcylindrica,LC,europe,0,LC
170723,Otina ovata,LC,europe,0,LC
170598,Leucophytia bidentata,LC,europe,0,LC
170601,Myosotella denticulata,LC,europe,0,LC
11205,Lampedusa melitensis,CR,europe,0.8,CR
170833,Lampedusa imitatrix,EN,europe,0.6,EN
86859911,Nacerdes melanura,LC,europe,0,LC
198739,Solea solea,LC,europe,0,LC
83660091,Philonotis hastata,NT,europe,0.2,NT
175046,Frullania sergiae,CR,europe,0.8,CR
85843424,Grimmia tergestina,LC,europe,0,LC
87564582,Gymnostomum aeruginosum,LC,europe,0,LC
87544340,Radula carringtonii,NT,europe,0.2,NT
39241,Riccia atlantica,CR,europe,0.8,CR
83662246,Bryum canariense,LC,europe,0,LC
85841445,Entosthodon commutatus,EN,europe,0.6,EN
87536402,Riccia canaliculata,LC,europe,0,LC
87522388,Saccogyna viticulosa,LC,europe,0,LC
87564275,Tortula protobryoides,LC,europe,0,LC
87519971,Lophozia ventricosa,LC,europe,0,LC
87530933,Southbya nigrella,LC,europe,0,LC
84535270,Trematodon longicollis,VU,europe,0.4,VU
84740040,Dicranum bonjeanii,LC,europe,0,LC
86186319,Fossombronia pusilla,LC,europe,0,LC
87543092,Frullania tamarisci,LC,europe,0,LC
87561889,Microbryum rectum,LC,europe,0,LC
87562898,Syntrichia ruralis,LC,europe,0,LC
87564075,Tortula atrovirens,LC,europe,0,LC
87564093,Tortula brevissima,LC,europe,0,LC
87564253,Tortula pallida,LC,europe,0,LC
87564457,Tortula viridifolia,LC,europe,0,LC
87564477,Tortula wilsonii,LC,europe,0,LC
87538734,Riccia nigrella,LC,europe,0,LC
87576244,Homalothecium lutescens,LC,europe,0,LC
87542273,Polytrichum piliferum,LC,europe,0,LC
87562657,Pterygoneurum ovatum,LC,europe,0,LC
78591292,Acrobolbus wilsonii,VU,europe,0.4,VU
84376261,Conardia compacta,NT,europe,0.2,NT
86186449,Drepanocladus polygamus,LC,europe,0,LC
83660098,Philonotis marchica,EN,europe,0.6,EN
83662242,Bryum calophyllum,EN,europe,0.6,EN
83662270,Bryum dyffrynense,NT,europe,0.2,NT
83662499,Bryum marratii,EN,europe,0.6,EN
84254812,Ptychostomum cernuum,EN,europe,0.6,EN
87491456,Calypogeia integristipula,LC,europe,0,LC
87492650,Cephaloziella divaricata,LC,europe,0,LC
84374839,Calyptrochaeta apiculata,NA,europe,NA,NA
84741020,Dicranum scottianum,LC,europe,0,LC
86186302,Fossombronia maritima,LC,europe,0,LC
87542456,Frullania fragilifolia,LC,europe,0,LC
87542500,Frullania microphylla,LC,europe,0,LC
87543119,Frullania teneriffae,LC,europe,0,LC
85841482,Entosthodon fascicularis,LC,europe,0,LC
85841585,Entosthodon pulchellus,LC,europe,0,LC
87497548,Harpanthus scutatus,LC,europe,0,LC
84374370,Coscinodon cribrosus,LC,europe,0,LC
85846012,Schistidium maritimum,LC,europe,0,LC
87543426,Lejeunea patens,LC,europe,0,LC
87543440,Marchesinia mackaii,LC,europe,0,LC
87498075,Bazzania trilobata,LC,europe,0,LC
87519116,Lepidozia cupressina,LC,europe,0,LC
84829818,Campylopus schimperi,LC,europe,0,LC
87540791,Plenogemma phyllantha,LC,europe,0,LC
87521833,Plagiochila bifaria,LC,europe,0,LC
87543605,Porella obtusata,LC,europe,0,LC
87560345,Didymodon cordatus,LC,europe,0,LC
87561922,Hennediella heimii,LC,europe,0,LC
87566848,Weissia perssonii,LC,europe,0,LC
84374648,Ptychomitrium polyphyllum,LC,europe,0,LC
87544336,Radula aquilegia,LC,europe,0,LC
84372765,Glyphomitrium daviesii,LC,europe,0,LC
87486019,Barbilophozia lycopodioides,LC,europe,0,LC
87524120,Scapania gracilis,LC,europe,0,LC
86200448,Sanionia orthothecioides,LC,europe,0,LC
83659878,Bartramia breviseta,VU,europe,0.4,VU
87564308,Tortula randii,EN,europe,0.6,EN
23148,Xiphias gladius,LC,europe,0,LC
194903,Syngnathus taenionotus,DD,europe,NA,DD
96430454,Euphorbia pedroi,VU,europe,0.4,VU
198748,Scorpaena scrofa,LC,europe,0,LC
21860,Thunnus thynnus,NT,europe,0.2,NT
100363296,Desmazeria pignattii,NT,europe,0.2,NT
180550,Olea maderensis,LC,europe,0,LC
46102929,Tamarix mascatensis,NA,europe,NA,NA
102795325,Schizogyne sericea,LC,europe,0,LC
102815753,Echium portosanctense,CR,europe,0.8,CR
19892254,Genista maderensis,LC,europe,0,LC
102827947,Cotoneaster kullensis,EN,europe,0.6,EN
61617,Anthemis glaberrima,EN,europe,0.6,EN
195499,Carthamus balearicus,NT,europe,0.2,NT
61628,Aethionema retsina,CR,europe,0.8,CR
61611,Bupleurum kakiskalae,EN,europe,0.6,EN
39399,Raja clavata,NT,europe,0.2,NT
30394,Dracaena draco,EN,europe,0.6,EN
162138,Convolvulus fernandesii,EN,europe,0.6,EN
194897,Arnoglossus kessleri,DD,europe,NA,DD
194857,Callionymus fasciatus,LC,europe,0,LC
198636,Callionymus pusillus,LC,europe,0,LC
176446,Crambe fruticosa,NT,europe,0.2,NT
162259,Convolvulus massonii,VU,europe,0.4,VU
161895,Monizia edulis,CR,europe,0.8,CR
180556,Sinapidendron gymnocalyx,NT,europe,0.2,NT
39332,Squatina squatina,CR,europe,0.8,CR
19179434,Tamarix nilotica,LC,europe,0,LC
120988899,Bellium minutum,LC,europe,0,LC
123669218,Nothogeophilus turki,EN,europe,0.6,EN
123669528,Anthogona britannica,NT,europe,0.2,NT
123670775,Halobrecta princeps,CR,europe,0.8,CR
123671476,Poecilobothrus majesticus,EX,europe,1,EX
123672975,Ceratophyllus fionnus,CR,europe,0.8,CR
44207,Apristurus aphyodes,LC,europe,0,LC
63120,Raja asterias,LC,europe,0,LC
63125,Malacoraja kreffti,LC,europe,0,LC
161583,Scymnodalatias garricki,DD,europe,NA,DD
161673,Raja polystigma,LC,europe,0,LC
155784,Onchidella celtica,LC,europe,0,LC
156884,Truncatellina callicratis,LC,europe,0,LC
198575,Cheilopogon exsiliens,LC,europe,0,LC
224,Acipenser naccarii,CR,europe,0.8,CR
135590,Alburnus sarmaticus,EN,europe,0.6,EN
2761,Benthophiloides brauneri,LC,europe,0,LC
11206,Lampetra fluviatilis,NT,europe,0.2,NT
15631,Osmerus eperlanus,LC,europe,0,LC
40708,Ninnigobius canestrinii,LC,europe,0,LC
135658,Salmo labrax,LC,europe,0,LC
170759990,Platichthys flesus,LC,europe,0,LC
188115,Ponticola kessleri,LC,europe,0,LC
135601,Rutilus caspicus,LC,europe,0,LC
61235,Apricaphanius baeticus,NT,europe,0.2,NT
135496,Alburnus mentoides,EN,europe,0.6,EN
135604,Benthophilus nudus,LC,europe,0,LC
5380,Coregonus oxyrinchus,EX,europe,1,EX
135612,Coregonus widegreni,LC,europe,0,LC
40710,Percarina demidoffii,LC,europe,0,LC
8881,Gallotia simonyi,VU,europe,0.4,VU
17793,Podarcis filfolensis,LC,europe,0,LC
17795,Podarcis lilfordi,NT,europe,0.2,NT
17797,Podarcis milensis,LC,europe,0,LC
17800,Podarcis pityusensis,EN,europe,0.6,EN
61489,Chalcides striatus,LC,europe,0,LC
61500,Gallotia atlantica,LC,europe,0,LC
61503,Gallotia caesaris,LC,europe,0,LC
61504,Gallotia galloti,LC,europe,0,LC
61506,Gallotia stehlini,CR,europe,0.8,CR
61528,Dalmatolacerta oxycephala,LC,europe,0,LC
207598021,Podarcis erhardii,LC,europe,0,LC
61547,Podarcis gaigeae,LC,europe,0,LC
61552,Podarcis raffonei,EN,europe,0.6,EN
61572,Tarentola angustimentalis,LC,europe,0,LC
61574,Tarentola boettgeri,LC,europe,0,LC
61575,Tarentola delalandii,LC,europe,0,LC
61577,Tarentola gomerensis,LC,europe,0,LC
18124888,Engraulis albidus,DD,europe,NA,DD
149168983,Pipizella obscura,VU,europe,0.4,VU
149169518,Eumerus sabulonum,LC,europe,0,LC
149169585,Lejogaster tarsata,LC,europe,0,LC
149171331,Sphaerophoria rueppelli,LC,europe,0,LC
149170700,Platynochaetus macquarti,VU,europe,0.4,VU
87542496,Frullania jackii,VU,europe,0.4,VU
161903,Linaria pseudolaxiflora,VU,europe,0.4,VU
23259,Gobius ophiocephalus,LC,europe,0,LC
198668,Pomatoschistus minutus,LC,europe,0,LC
22679872,Anser brachyrhynchus,LC,europe,0,LC
22679881,Anser albifrons,LC,europe,0,LC
22679889,Anser anser,LC,europe,0,LC
22679896,Anser caerulescens,LC,europe,0,LC
22679943,Branta leucopsis,LC,europe,0,LC
22679946,Branta bernicla,LC,europe,0,LC
22680024,Tadorna tadorna,LC,europe,0,LC
22680157,Mareca penelope,LC,europe,0,LC
22680247,Spatula clypeata,LC,europe,0,LC
22680301,Anas acuta,VU,europe,0.4,VU
22680313,Spatula querquedula,LC,europe,0,LC
22680348,Netta rufina,LC,europe,0,LC
22680358,Aythya ferina,VU,europe,0.4,VU
22680391,Aythya fuligula,NT,europe,0.2,NT
22680398,Aythya marila,LC,europe,0,LC
22680405,Somateria mollissima,EN,europe,0.6,EN
22680409,Somateria spectabilis,LC,europe,0,LC
22680423,Histrionicus histrionicus,LC,europe,0,LC
22680427,Clangula hyemalis,LC,europe,0,LC
22680455,Bucephala clangula,LC,europe,0,LC
22680465,Mergellus albellus,LC,europe,0,LC
22680485,Mergus serrator,NT,europe,0.2,NT
22680492,Mergus merganser,LC,europe,0,LC
22683027,Alcedo atthis,LC,europe,0,LC
22683645,Ceryle rudis,VU,europe,0.4,VU
22686806,Apus unicolor,LC,europe,0,LC
22686815,Apus pallidus,LC,europe,0,LC
22689055,Bubo scandiacus,LC,europe,0,LC
22690066,Columba livia,LC,europe,0,LC
22692146,Grus grus,LC,europe,0,LC
22692667,Zapornia pusilla,LC,europe,0,LC
22692913,Fulica atra,NT,europe,0.2,NT
22693097,Gallinago gallinago,VU,europe,0.4,VU
22693133,Lymnocryptes minimus,LC,europe,0,LC
22693150,Limosa limosa,NT,europe,0.2,NT
22693158,Limosa lapponica,LC,europe,0,LC
22693178,Numenius phaeopus,LC,europe,0,LC
22693185,Numenius tenuirostris,CR,europe,0.8,CR
22693190,Numenius arquata,NT,europe,0.2,NT
22693207,Tringa erythropus,LC,europe,0,LC
22693211,Tringa totanus,VU,europe,0.4,VU
22693216,Tringa stagnatilis,LC,europe,0,LC
22693220,Tringa nebularia,LC,europe,0,LC
22693251,Xenus cinereus,LC,europe,0,LC
22693264,Actitis hypoleucos,LC,europe,0,LC
22693336,Arenaria interpres,LC,europe,0,LC
22693363,Calidris canutus,LC,europe,0,LC
22693369,Calidris alba,LC,europe,0,LC
22693379,Calidris minuta,LC,europe,0,LC
22693388,Calidris temminckii,LC,europe,0,LC
22693404,Calidris bairdii,LC,europe,0,LC
22693420,Calidris maritima,LC,europe,0,LC
22693427,Calidris alpina,LC,europe,0,LC
22693431,Calidris ferruginea,VU,europe,0.4,VU
22693464,Calidris falcinellus,VU,europe,0.4,VU
22693468,Calidris pugnax,NT,europe,0.2,NT
22693490,Phalaropus lobatus,LC,europe,0,LC
22693494,Phalaropus fulicarius,LC,europe,0,LC
22693712,Recurvirostra avosetta,LC,europe,0,LC
22693727,Pluvialis apricaria,LC,europe,0,LC
22693749,Pluvialis squatarola,LC,europe,0,LC
22693759,Charadrius hiaticula,LC,europe,0,LC
22693770,Charadrius dubius,LC,europe,0,LC
22693862,Charadrius leschenaultii,NT,europe,0.2,NT
22693868,Charadrius asiaticus,EN,europe,0.6,EN
22693949,Vanellus vanellus,VU,europe,0.4,VU
22693983,Vanellus spinosus,LC,europe,0,LC
22694127,Glareola pratincola,LC,europe,0,LC
22694160,Catharacta skua,LC,europe,0,LC
22694240,Stercorarius pomarinus,LC,europe,0,LC
22694245,Stercorarius parasiticus,EN,europe,0.6,EN
22694251,Stercorarius longicaudus,LC,europe,0,LC
22694308,Larus canus,LC,europe,0,LC
22694313,Larus audouinii,VU,europe,0.4,VU
22694324,Larus marinus,LC,europe,0,LC
22694343,Larus hyperboreus,LC,europe,0,LC
22694357,Larus armenicus,LC,europe,0,LC
22694373,Larus fuscus,LC,europe,0,LC
22694379,Larus ichthyaetus,LC,europe,0,LC
22694420,Larus ridibundus,LC,europe,0,LC
22694428,Larus genei,VU,europe,0.4,VU
22694443,Larus melanocephalus,LC,europe,0,LC
22694469,Hydrocoloeus minutus,LC,europe,0,LC
22694473,Pagophila eburnea,VU,europe,0.4,VU
22694476,Rhodostethia rosea,EN,europe,0.6,EN
22694479,Xema sabini,LC,europe,0,LC
22694497,Rissa tridactyla,VU,europe,0.4,VU
22694524,Hydroprogne caspia,LC,europe,0,LC
22694591,Thalasseus sandvicensis,LC,europe,0,LC
22694601,Sterna dougallii,LC,europe,0,LC
22694623,Sterna hirundo,LC,europe,0,LC
22694629,Sterna paradisaea,LC,europe,0,LC
22694656,Sternula albifrons,LC,europe,0,LC
22694764,Chlidonias hybrida,LC,europe,0,LC
22694782,Chlidonias leucopterus,LC,europe,0,LC
22694787,Chlidonias niger,LC,europe,0,LC
22694837,Alle alle,LC,europe,0,LC
22694841,Uria aalge,LC,europe,0,LC
22694847,Uria lomvia,LC,europe,0,LC
22694852,Alca torda,LC,europe,0,LC
22694861,Cepphus grylle,LC,europe,0,LC
22694927,Fratercula arctica,EN,europe,0.6,EN
22694938,Pandion haliaetus,LC,europe,0,LC
22695028,Elanus caeruleus,LC,europe,0,LC
22695137,Haliaeetus albicilla,LC,europe,0,LC
22695344,Circus aeruginosus,LC,europe,0,LC
22696027,Clanga clanga,VU,europe,0.4,VU
22696092,Hieraaetus pennatus,LC,europe,0,LC
22696362,Falco tinnunculus,LC,europe,0,LC
22696442,Falco eleonorae,LC,europe,0,LC
22696453,Falco columbarius,VU,europe,0.4,VU
22696495,Falco cherrug,EN,europe,0.6,EN
22696500,Falco rusticolus,LC,europe,0,LC
22696545,Tachybaptus ruficollis,LC,europe,0,LC
22696599,Podiceps grisegena,VU,europe,0.4,VU
22696602,Podiceps cristatus,LC,europe,0,LC
22696610,Podiceps nigricollis,VU,europe,0.4,VU
22696657,Morus bassanus,LC,europe,0,LC
22696705,Anhinga rufa,RE,europe,NA,NA
22696792,Phalacrocorax carbo,LC,europe,0,LC
22696894,Gulosus aristotelis,LC,europe,0,LC
22696993,Ardea cinerea,LC,europe,0,LC
22697031,Ardea purpurea,LC,europe,0,LC
22697043,Ardea alba,LC,europe,0,LC
22697123,Ardeola ralloides,LC,europe,0,LC
22697211,Nycticorax nycticorax,LC,europe,0,LC
22697360,Phoenicopterus roseus,LC,europe,0,LC
22697488,Geronticus eremita,RE,europe,NA,NA
22697555,Platalea leucorodia,LC,europe,0,LC
22697590,Pelecanus onocrotalus,LC,europe,0,LC
22697599,Pelecanus crispus,LC,europe,0,LC
22697829,Gavia stellata,LC,europe,0,LC
22697834,Gavia arctica,LC,europe,0,LC
22697842,Gavia immer,LC,europe,0,LC
22697847,Gavia adamsii,VU,europe,0.4,VU
22697866,Fulmarus glacialis,VU,europe,0.4,VU
22698062,Pterodroma madeira,EN,europe,0.6,EN
22698132,Bulweria bulwerii,LC,europe,0,LC
22698226,Puffinus puffinus,LC,europe,0,LC
22698230,Puffinus yelkouan,VU,europe,0.4,VU
22698453,Pelagodroma marina,EN,europe,0.6,EN
22698477,Hydrobates pelagicus,LC,europe,0,LC
22705916,Pyrrhocorax pyrrhocorax,LC,europe,0,LC
22705929,Corvus monedula,LC,europe,0,LC
22706016,Corvus corone,LC,europe,0,LC
22708286,Monticola solitarius,LC,europe,0,LC
22709707,Luscinia svecica,LC,europe,0,LC
22710051,Phoenicurus ochruros,LC,europe,0,LC
