"Taxonkey","TaxonName","CommonName","forage_fish"
600484,"Genypterus maculatus","Black cusk-eel",NA
600485,"Genypterus capensis","Kingklip",NA
600486,"Brotula barbata","Bearded brotula",NA
600487,"Ammodytes personatus","Pacific sandeel",NA
600488,"Hypoptychus dybowskii","Korean sandeel",NA
600489,"Thyrsites atun","Snoek",NA
600490,"Thyrsitops lepidopoides","White snake mackerel",1
600491,"Pampus argenteus","Silver pomfret",NA
600492,"Peprilus triacanthus","American butterfish",NA
600493,"Peprilus simillimus","Pacific pompano",NA
600496,"Hyperoglyphe antarctica","Antarctic butterfish",NA
600497,"Psenopsis anomala","Melon seed",NA
600501,"Sebastes marinus","Ocean perch",NA
600502,"Sebastes entomelas","Widow rockfish",NA
600503,"Sebastes flavidus","Yellowtail rockfish",NA
600504,"Sebastes alutus","Pacific ocean perch",NA
600505,"Sebastes mentella","Deepwater redfish",NA
600507,"Chelidonichthys kumu","Bluefin gurnard",NA
600508,"Pterygotrigla polyommata","Latchet",NA
600509,"Ophiodon elongatus","Lingcod",NA
600510,"Pleurogrammus azonus","Okhostk atka mackerel",1
600512,"Anoplopoma fimbria","Sablefish",NA
600513,"Psettodes erumei","Indian spiny turbot",NA
600514,"Hippoglossus stenolepis","Pacific halibut",NA
600516,"Reinhardtius hippoglossoides","Greenland halibut",NA
600517,"Atheresthes stomias","Arrowtooth flounder",NA
600518,"Atheresthes evermanni","Kamchatka flounder",NA
600519,"Hippoglossoides elassodon","Flathead sole",NA
600520,"Limanda aspera","Yellowfin sole",NA
600521,"Limanda ferruginea","Yellowtail flounder",NA
600524,"Pseudopleuronectes americanus","Winter flounder",NA
600525,"Solea solea","Common sole",NA
600526,"Dicologlossa cuneata","Wedge sole",NA
600527,"Austroglossus microlepis","West coast sole",NA
600528,"Austroglossus pectoralis","Mud sole",NA
600529,"Scophthalmus rhombus","Brill",NA
600530,"Scophthalmus aquosus","Windowpane",NA
600531,"Stephanolepis cirrhifer","Thread-sail filefish",NA
600532,"Lophius americanus","American angler",NA
600545,"Anchoa mitchilli","Bay anchovy",NA
600547,"Cetengraulis edentulus","Atlantic anchoveta",NA
600548,"Cetengraulis mysticetus","Pacific anchoveta",NA
600572,"Labrus bergylta","Ballan wrasse",NA
600636,"Heptranchias perlo","Sharpnose sevengill shark",NA
600637,"Hexanchus griseus","Bluntnose sixgill shark",NA
600641,"Echinorhinus brucus","Bramble shark",NA
600645,"Lepidopus caudatus","Silver scabbardfish",NA
600646,"Aphanopus carbo","Black scabbardfish",NA
600648,"Centrophorus granulosus","Gulper shark",NA
600650,"Centrophorus lusitanicus","Lowfin gulper shark",NA
600653,"Centrophorus squamosus","Leafscale gulper shark",NA
600656,"Centroscyllium fabricii","Black dogfish",NA
600662,"Centroscymnus coelolepis","Portuguese dogfish",NA
600663,"Centroselachus crepidater","Longnose velvet dogfish",NA
600669,"Dalatias licha","Kitefin shark",NA
600670,"Deania calcea","Birdbeak dogfish",NA
600679,"Etmopterus granulosus","Southern lanternshark",NA
600687,"Etmopterus spinax","Velvet belly lantern shark",NA
600692,"Lichia amia","Leerfish",NA
600695,"Limanda limanda","Dab",NA
600700,"Scymnodon ringens","Knifetooth dogfish",NA
600704,"Somniosus rostratus","Little sleeper shark",NA
600706,"Lithognathus mormyrus","Striped seabream",NA
600716,"Lophius piscatorius","Angler",NA
600718,"Oxynotus centrina","Angular roughshark",NA
600719,"Oxynotus paradoxus","Sailfin roughshark",NA
600727,"Squatina argentina","Argentine angelshark",NA
600736,"Squatina squatina","Angelshark",NA
600747,"Carcharias taurus","Sand tiger shark",NA
600751,"Carcharodon carcharias","Great white shark",NA
600752,"Isurus oxyrinchus","Shortfin mako",NA
600753,"Isurus paucus","Longfin mako",NA
600754,"Maurolicus muelleri","Pearlsides",NA
600785,"Mugil cephalus","Flathead mullet",NA
600790,"Mullus barbatus barbatus","Red mullet",NA
600807,"Galeus melastomus","Blackmouth catshark",NA
600845,"Scyliorhinus canicula","Smallspotted catshark",NA
600850,"Oblada melanura","Saddled seabream",NA
600854,"Scyliorhinus stellaris","Nursehound",NA
600864,"Carcharhinus brachyurus","Copper shark",NA
600868,"Carcharhinus falciformis","Silky shark",NA
600874,"Carcharhinus limbatus","Blacktip shark",NA
600875,"Carcharhinus longimanus","Oceanic whitetip shark",NA
600878,"Carcharhinus obscurus","Dusky shark",NA
600880,"Carcharhinus plumbeus","Sandbar shark",NA
600884,"Carcharhinus sorrah","Spottail shark",NA
600886,"Galeocerdo cuvier","Tiger shark",NA
600889,"Pagellus acarne","Axillary seabream",NA
600890,"Pagellus bogaraveo","Blackspot seabream",NA
600893,"Pagellus erythrinus","Common pandora",NA
600898,"Prionace glauca","Blue shark",NA
600912,"Sphyrna lewini","Scalloped hammerhead",NA
600917,"Sphyrna zygaena","Smooth hammerhead",NA
600940,"Dasyatis akajei","Red stingray",NA
600941,"Atrobucca nibe","Longfin kob",NA
600950,"Platycephalus indicus","Bartail flathead",NA
600972,"Ablennes hians","Flat needlefish",NA
600977,"Tylosurus crocodilus crocodilus","Hound needlefish",NA
600983,"Caulolatilus chrysops","Atlantic goldeye tilefish",NA
601002,"Pseudocaranx dentex","White trevally",NA
601005,"Seriola dumerili","Greater amberjack",NA
601023,"Trisopterus esmarkii","Norway pout",NA
601042,"Lepidocybium flavobrunneum","Escolar",NA
601043,"Sardinella aurita","Round sardinella",1
601044,"Ruvettus pretiosus","Oilfish",NA
601047,"Sardinella maderensis","Madeiran sardinella",1
601055,"Saurida undosquamis","Brushtooth lizardfish",NA
601059,"Hemiramphus brasiliensis","Ballyhoo",NA
601072,"Lampris guttatus","Opah",NA
601077,"Lobotes surinamensis","Atlantic tripletail",NA
601078,"Lophius gastrophysus","Blackfin goosefish",NA
601079,"Megalops atlanticus","Tarpon",NA
601084,"Scomberesox saurus saurus","Atlantic saury",NA
601090,"Mugil liza","Liza",NA
601133,"Anchoa hepsetus","Broad-striped anchovy",NA
601164,"Sparus aurata","Gilthead seabream",NA
601181,"Sphoeroides maculatus","Northern puffer",NA
601191,"Sciaenops ocellatus","Red drum",NA
601198,"Stromateus fiatola","Blue butterfish",NA
601203,"Diplectrum formosum","Sand seabass",NA
601205,"Epinephelus flavolimbatus","Yellowedge grouper",NA
601206,"Epinephelus mystacinus","Misty grouper",NA
601207,"Epinephelus nigritus","Warsaw grouper",NA
601208,"Epinephelus niveatus","Snowy grouper",NA
601211,"Mycteroperca interstitialis","Yellowmouth grouper",NA
601212,"Mycteroperca microlepis","Gag",NA
601213,"Mycteroperca phenax","Scamp",NA
601216,"Mycteroperca venenosa","Yellowfin grouper",NA
601221,"Calamus bajonado","Jolthead porgy",NA
601235,"Sphyraena barracuda","Great barracuda",NA
601265,"Naso unicornis","Bluespine unicornfish",NA
601278,"Trachurus mediterraneus","Mediterranean horse mackerel",1
601279,"Trachurus picturatus","Blue jack mackerel",1
601288,"Trichiurus lepturus","Largehead hairtail",NA
601300,"Ariomma indica","Indian ariomma",NA
601306,"Umbrina cirrosa","Shi drum",NA
601319,"Beryx decadactylus","Alfonsino",NA
601320,"Beryx splendens","Splendid alfonsino",NA
601321,"Bothus pantherinus","Leopard flounder",NA
601327,"Mullus surmuletus","Striped red mullet",NA
601334,"Osmerus eperlanus","European smelt",NA
601336,"Pegusa lascaris","Sand sole",NA
601338,"Paralichthys dentatus","Summer flounder",NA
601340,"Phycis blennoides","Greater forkbeard",NA
601341,"Platichthys flesus","Flounder",NA
601342,"Pleuronectes platessa","European plaice",NA
601343,"Pollachius virens","Saithe",NA
601348,"Psetta maxima","Turbot",NA
601350,"Sardina pilchardus","European pilchard",NA
601351,"Paralichthys olivaceus","Bastard halibut",NA
601352,"Sebastes viviparus","Norway redfish",NA
601353,"Serranus cabrilla","Comber",NA
601356,"Spondyliosoma cantharus","Black seabream",NA
601357,"Sprattus sprattus","European sprat",NA
601363,"Trachinus draco","Greater weever",NA
601365,"Trachurus trachurus","Atlantic horse mackerel",1
601366,"Chelidonichthys lucerna","Tub gurnard",NA
601367,"Trisopterus luscus","Pouting",NA
601370,"Zeus faber","John dory",NA
601371,"Hippoglossus hippoglossus","Atlantic halibut",NA
601381,"Melanogrammus aeglefinus","Haddock",NA
601382,"Microstomus kitt","Lemon sole",NA
601383,"Molva dypterygia","Blue ling",NA
601391,"Etelis oculatus","Queen snapper",NA
601403,"Lutjanus analis","Mutton snapper",NA
601407,"Lutjanus argentimaculatus","Mangrove red snapper",NA
601408,"Lutjanus argentiventris","Yellow snapper",NA
601417,"Lutjanus bohar","Two-spot red snapper",NA
601423,"Lutjanus campechanus","Northern red snapper",NA
601452,"Chirocentrus nudus","Whitefin wolf-herring",1
601453,"Dussumieria acuta","Rainbow sardine",1
601454,"Dussumieria elopsoides","Slender rainbow sardine",1
601456,"Etrumeus whiteheadi","Whiteheads round herring",1
601458,"Spratelloides gracilis","Silverstriped round herring",1
601466,"Sprattus fuegensis","Falkland sprat",NA
601470,"Clupeonella cultriventris","Black Sea sprat",NA
601477,"Sardinops sagax","South American pilchard",NA
601484,"Opisthonema libertate","Pacific thread herring",1
601486,"Opisthonema oglinum","Atlantic thread herring",1
601494,"Herklotsichthys quadrimaculatus","Bluestripe herring",1
601505,"Sardinella brasiliensis","Brazilian sardinella",1
601508,"Sardinella gibbosa","Goldstripe sardinella",1
601510,"Sardinella lemuru","Bali sardinella",1
601511,"Sardinella longiceps","Indian oil sardine",1
601519,"Sardinella zunasi","Japanese sardinella",1
601520,"Clupea pallasii pallasii","Pacific herring",1
601530,"Strangomera bentincki","Araucanian herring",1
601574,"Alosa aestivalis","Blueback shad",NA
601582,"Alosa mediocris","Hickory shad",NA
601583,"Alosa pseudoharengus","Alewife",NA
601584,"Alosa sapidissima","American shad",NA
601587,"Brevoortia aurea","Brazilian menhaden",1
601589,"Brevoortia patronus","Gulf menhaden",1
601590,"Brevoortia pectinata","Argentine menhaden",1
601592,"Brevoortia tyrannus","Atlantic menhaden",1
601593,"Ethmidium maculatum","Pacific menhaden",1
601594,"Ethmalosa fimbriata","Bonga shad",NA
601596,"Tenualosa ilisha","Hilsa shad",NA
601600,"Tenualosa toli","Toli shad",NA
601604,"Dorosoma cepedianum","American gizzard shad",NA
601608,"Clupanodon thrissa","Chinese gizzard shad",NA
601609,"Konosirus punctatus","Konoshiro gizzard shad",NA
601616,"Nematalosa nasus","Blochs gizzard shad",NA
601619,"Anodontostoma chacunda","Chacunda gizzard shad",NA
601625,"Ilisha africana","West African ilisha",NA
601627,"Ilisha elongata","Elongate ilisha",NA
601641,"Pellona ditchela","Indian pellona",NA
601659,"Engraulis anchoita","Argentine anchoita",NA
601661,"Engraulis capensis","Cape anchovy",NA
601663,"Engraulis japonicus","Japanese anchovy",NA
601664,"Engraulis mordax","Californian anchovy",NA
601692,"Anthias anthias","Swallowtail seaperch",NA
601696,"Atherina boyeri","Big-scale sand smelt",NA
601706,"Chromis chromis","Damselfish",NA
601707,"Sciaena umbra","Brown meagre",NA
601722,"Lepidotrigla cavillone","Large-scaled gurnard",NA
601729,"Muraena helena","Mediterranean moray",NA
601732,"Mola mola","Ocean sunfish",NA
601734,"Mora moro","Common mora",NA
601735,"Liza aurata","Golden grey mullet",NA
601736,"Liza saliens","Leaping mullet",NA
601747,"Phycis phycis","Forkbeard",NA
601749,"Diplodus puntazzo","Sharpsnout seabream",NA
601752,"Diplodus annularis","Annular seabream",NA
601753,"Diplodus sargus sargus","White seabream",NA
601754,"Diplodus vulgaris","Common two-banded seabream",NA
601756,"Pagrus pagrus","Common seabream",NA
601758,"Scorpaena porcus","Black scorpionfish",NA
601759,"Scorpaena scrofa","Largescaled scorpionfish",NA
601766,"Spicara smaris","Picarel",NA
601773,"Trachinotus ovatus","Derbio",NA
601825,"Macruronus novaezelandiae","Blue grenadier",NA
601826,"Merluccius paradoxus","Deep-water Cape hake",NA
601827,"Merluccius angustimanus","Panama hake",NA
601828,"Merluccius capensis","Shallow-water Cape hake",NA
601843,"Lethrinus mahsena","Sky emperor",NA
601844,"Lethrinus borbonicus","Snubnose emperor",NA
601845,"Lethrinus microdon","Smalltooth emperor",NA
601846,"Lethrinus nebulosus","Spangled emperor",NA
601847,"Lethrinus obsoletus","Orange-striped emperor",NA
601851,"Lethrinus harak","Thumbprint emperor",NA
601852,"Lethrinus xanthochilus","Yellowlip emperor",NA
601863,"Lethrinus lentjan","Pink ear emperor",NA
601867,"Lethrinus atlanticus","Atlantic emperor",NA
601869,"Monotaxis grandoculis","Humpnose big-eye bream",NA
601874,"Enchelyopus cimbrius","Fourbeard rockling",NA
601879,"Microgadus proximus","Pacific tomcod",NA
601888,"Alectis alexandrinus","African threadfish",NA
601889,"Alepes djedaba","Shrimp scad",NA
601893,"Atule mate","Yellowtail scad",NA
601895,"Caranx ignobilis","Giant trevally",NA
601899,"Caranx rhonchus","False scad",NA
601906,"Caranx melampygus","Bluefin trevally",NA
601917,"Caranx sexfasciatus","Bigeye trevally",NA
601923,"Carangoides bajad","Orangespotted trevally",NA
601926,"Carangoides fulvoguttatus","Yellowspotted trevally",NA
601933,"Caranx crysos","Blue runner",NA
601937,"Chloroscombrus orqueta","Pacific bumper",NA
601938,"Decapterus macrosoma","Shortfin scad",NA
601939,"Decapterus maruadsi","Japanese scad",NA
601947,"Parastromateus niger","Black pomfret",NA
601950,"Scomberoides commersonnianus","Talang queenfish",NA
601951,"Scomberoides lysan","Doublespotted queenfish",NA
601953,"Scomberoides tol","Needlescaled queenfish",NA
601962,"Seriolina nigrofasciata","Blackbanded trevally",NA
601963,"Trachinotus blochii","Snubnose pompano",NA
601964,"Trachinotus mookalee","Indian pompano",NA
602005,"Antimora rostrata","Blue antimora",NA
602012,"Halargyreus johnsonii","Slender codling",NA
602014,"Laemonema longipes","Longfin codling",NA
602020,"Pseudophycis bachus","Red codling",NA
602023,"Tripterophycis gilchristi","Grenadier cod",NA
602058,"Dipturus batis","Blue skate",NA
602059,"Raja clavata","Thornback ray",NA
602060,"Dasyatis pastinaca","Common stingray",NA
602497,"Diplodus cervinus cervinus","Zebra seabream",NA
602499,"Chelon labrosus","Thicklip grey mullet",NA
602500,"Thalassoma pavo","Ornate wrasse",NA
602501,"Anarhichas lupus","Wolf-fish",NA
602503,"Chimaera monstrosa","Rabbit fish",NA
602508,"Epigonus telescopus","Bulls-eye",NA
602513,"Myxine glutinosa","Hagfish",NA
602530,"Petromyzon marinus","Sea lamprey",NA
602531,"Notorynchus cepedianus","Broadnose sevengill shark",NA
602534,"Alopias superciliosus","Bigeye thresher",NA
602535,"Alopias vulpinus","Thintail thresher",NA
602540,"Mustelus henlei","Brown smooth-hound",NA
602557,"Leucoraja erinacea","Little skate",NA
602561,"Dipturus laevis","Barndoor skate",NA
602572,"Dasyatis centroura","Roughtail stingray",NA
602577,"Gymnura altavela","Spiny butterfly ray",NA
602589,"Hydrolagus colliei","Spotted ratfish",NA
602669,"Coregonus autumnalis","Arctic cisco",NA
602674,"Coregonus nasus","Broad whitefish",NA
602678,"Coregonus sardinella","Sardine cisco",1
602691,"Salvelinus malma malma","Dolly varden",NA
602692,"Stenodus leucichthys","Inconnu",NA
602700,"Argentina silus","Greater argentine",NA
603255,"Zenopsis nebulosa","Mirror dory",NA
603267,"Regalecus glesne","King of herrings",1
603310,"Stereolepis gigas","Giant sea-bass",NA
603334,"Mycteroperca xenarcha","Broomtail grouper",NA
603539,"Caulolatilus princeps","Ocean whitefish",NA
603542,"Rachycentron canadum","Cobia",NA
603561,"Taractichthys steindachneri","Sickle pomfret",NA
603574,"Diplodus argenteus argenteus","South American silver porgy",NA
603578,"Atractoscion nobilis","White weakfish",NA
603611,"Pseudopentaceros richardsoni","Pelagic armorhead",NA
603671,"Semicossyphus pulcher","California sheephead",NA
603672,"Tautogolabrus adspersus","Cunner",NA
603810,"Anarhichas denticulatus","Northern wolffish",NA
603811,"Anarhichas minor","Spotted wolffish",NA
603915,"Tetrapturus angustirostris","Shortbill spearfish",NA
603920,"Hyperoglyphe bythites","Black driftfish",NA
603971,"Sebastes goodei","Chilipepper",NA
603979,"Sebastes melanops","Black rockfish",NA
603989,"Sebastes pinniger","Canary rockfish",NA
604009,"Sebastolobus alascanus","Shortspine thornyhead",NA
604037,"Pleurogrammus monopterygius","Atka mackerel",1
604122,"Triglopsis quadricornis","Fourhorn sculpin",NA
604140,"Scorpaenichthys marmoratus","Cabezon",NA
604215,"Citharichthys sordidus","Pacific sanddab",NA
604228,"Paralichthys californicus","California flounder",NA
604237,"Eopsetta jordani","Petrale sole",NA
604239,"Hippoglossoides platessoides","American plaice",NA
604247,"Microstomus pacificus","Dover sole",NA
604248,"Parophrys vetulus","English sole",NA
604249,"Platichthys stellatus","Starry flounder",NA
604250,"Pleuronectes quadrituberculatus","Alaska plaice",NA
604252,"Pleuronichthys decurrens","Curlfin sole",NA
604255,"Psettichthys melanostictus","West American sand sole",NA
604313,"Normanichthys crockeri","Normans camote",NA
604326,"Leucoraja naevus","Cuckoo ray",NA
604329,"Raja montagui","Spotted ray",NA
604330,"Myliobatis aquila","Common eagle ray",NA
604458,"Terapon jarbua","Jarbua terapon",NA
604460,"Epinephelus fuscoguttatus","Brown-marbled grouper",NA
604461,"Epinephelus tauvina","Greasy grouper",NA
604464,"Gnathanodon speciosus","Golden trevally",NA
604465,"Diagramma pictum","Painted sweetlips",NA
604493,"Sphyraena obtusata","Obtuse barracuda",NA
604504,"Psettodes belcheri","Spottail spiny turbot",NA
604538,"Dentex maroccanus","Morocco dentex",NA
604540,"Pagrus caeruleostictus","Bluespotted seabream",NA
604543,"Acanthopagrus bifasciatus","Twobar seabream",NA
604544,"Sillago sihama","Silver sillago",NA
604548,"Umbrina canariensis","Canary drum",NA
604552,"Raja brachyura","Blonde ray",NA
604556,"Trachyrincus scabrus","Roughsnout grenadier",NA
604559,"Nemipterus japonicus","Japanese threadfin bream",NA
604569,"Miichthys miiuy","Mi-iuy croaker",NA
604582,"Labrus merula","Brown wrasse",NA
604589,"Lateolabrax japonicus","Japanese seaperch",NA
604641,"Dentex congoensis","Congo dentex",NA
604642,"Galeorhinus galeus","Tope shark",NA
604702,"Notothenia coriiceps","Yellowbelly rockcod",NA
604708,"Pomadasys jubelini","Sompat grunt",NA
604722,"Callorhinchus milii","Ghost shark",NA
604740,"Acanthurus sohal","Sohal surgeonfish",NA
604791,"Mugil soiuy","So-iuy mullet",NA
604796,"Sarda chiliensis lineolata","Pacific bonito",NA
604824,"Otolithes ruber","Tiger-toothed croaker",NA
604826,"Plectropomus leopardus","Leopard coralgrouper",NA
604827,"Sphyraena jello","Pickhandle barracuda",NA
604887,"Spicara maena","Blotched picarel",NA
604923,"Epinephelus merra","Honeycomb grouper",NA
604943,"Citharus linguatula","Atlantic spotted flounder",NA
604959,"Elops lacerta","West African ladyfish",NA
604961,"Epinephelus goreensis","Dungat grouper",NA
604964,"Hoplostethus mediterraneus mediterraneus","Mediterranean slimehead",NA
604988,"Lophius vaillanti","Shortspine African angler",NA
604996,"Mustelus mustelus","Smooth-hound",NA
604997,"Nezumia aequalis","Common Atlantic grenadier",NA
605002,"Polydactylus quadrifilis","Giant African threadfin",NA
605003,"Pomadasys incisus","Bastard grunt",NA
605007,"Pontinus kuhlii","Offshore rockfish",NA
605008,"Promethichthys prometheus","Roudi escolar",NA
605009,"Pseudotolithus senegallus","Law croaker",NA
605038,"Trigla lyra","Piper gurnard",NA
605048,"Arripis trutta","Eastern Australian salmon",NA
605066,"Pagrus auriga","Redbanded seabream",NA
605071,"Alepocephalus rostratus","Rissos smooth-head",NA
605081,"Trigloporus lastoviza","Streaked gurnard",NA
605094,"Lophius budegassa","Black-bellied angler",NA
605098,"Borostomias antarcticus","Borostomias antarcticus",NA
605353,"Epinephelus morrhua","Comet grouper",NA
605354,"Variola louti","Yellow-edged lyretail",NA
605355,"Alosa fallax","Twaite shad",NA
605367,"Epinephelus areolatus","Areolate grouper",NA
605382,"Trachurus capensis","Cape horse mackerel",1
605429,"Halobatrachus didactylus","Lusitanian toadfish",NA
605492,"Raja microocellata","Small-eyed ray",NA
605503,"Rhynchobatus djiddensis","Giant guitarfish",NA
605504,"Chelidonichthys capensis","Cape gurnard",NA
605524,"Epinephelus chlorostigma","Brownspotted grouper",NA
605526,"Acanthopagrus berda","Picnic seabream",NA
605537,"Bolbometopon muricatum","Green humphead parrotfish",NA
605548,"Scarus ghobban","Blue-barred parrotfish",NA
605604,"Cheilinus undulatus","Humphead wrasse",NA
605659,"Valamugil seheli","Bluespot mullet",NA
605852,"Nemipterus randalli","Randalls threadfin bream",NA
605889,"Scolopsis taeniatus","Black-streaked monocle bream",NA
605933,"Mustelus lenticulatus","Spotted estuary smooth-hound",NA
605937,"Mustelus schmitti","Narrownose smooth-hound",NA
605938,"Mustelus asterias","Starry smooth-hound",NA
605983,"Mulloidichthys flavolineatus","Yellowstripe goatfish",NA
605996,"Gerres oyena","Common silver-biddy",NA
606006,"Pomadasys kaakan","Javelin grunter",NA
606082,"Plectropomus areolatus","Squaretail coralgrouper",NA
606317,"Totoaba macdonaldi","Totoaba",NA
606356,"Acanthopagrus latus","Yellowfin seabream",NA
606358,"Chirocentrus dorab","Dorab wolf-herring",1
606396,"Cephalopholis argus","Peacock hind",NA
606422,"Dipturus linteus","Sailray",NA
606426,"Pagrus auratus","Squirefish",NA
606441,"Aethaloperca rogaa","Redmouth grouper",NA
606444,"Cephalopholis boenak","Chocolate hind",NA
606447,"Cephalopholis hemistiktos","Yellowfin hind",NA
606450,"Cephalopholis miniata","Coral hind",NA
606457,"Cromileptes altivelis","Humpback grouper",NA
606465,"Epinephelus coioides","Orange-spotted grouper",NA
606470,"Epinephelus marginatus","Dusky grouper",NA
606473,"Epinephelus polyphekadion","Camouflage grouper",NA
606479,"Saurida tumbil","Greater lizardfish",NA
606507,"Sargocentron spiniferum","Sabre squirrelfish",NA
606531,"Acanthopagrus schlegelii schlegelii","Black porgy",NA
606948,"Bathyraja eatonii","Eatons skate",NA
606950,"Bathyraja maccaini","McCains skate",NA
606951,"Bathyraja meridionalis","Dark-belly skate",NA
606952,"Bathyraja murrayi","Murrays skate",NA
606953,"Amblyraja georgiana","Antarctic starry skate",NA
606954,"Amblyraja taaf","Whiteleg skate",NA
606957,"Diastobranchus capensis","Basketwork eel",NA
606960,"Bathylagus antarcticus","Antarctic deepsea smelt",NA
606974,"Benthalbella elongata","Benthalbella elongata",NA
606985,"Electrona carlsbergi","Electron subantarctic",NA
606990,"Gymnoscopelus nicholsi","Nicols lanterfish",NA
606998,"Lampanyctus achirus",NA,NA
607026,"Lycodichthys antarcticus",NA,NA
607039,"Dissostichus mawsoni","Antarctic toothfish",NA
607040,"Gobionotothen acuta","Triangular notothen",NA
607041,"Gobionotothen gibberifrons","Humped rockcod",NA
607045,"Lepidonotothen squamifrons","Grey rockcod",NA
607046,"Lepidonotothen mizops","Toad notothen",NA
607047,"Lepidonotothen nudifrons","Gaudy notothen",NA
607048,"Lepidonotothen larseni","Lepidonotothen larseni",NA
607052,"Patagonotothen brevicauda brevicauda","Patagonian rockcod",NA
607054,"Trematomus eulepidotus","Blunt scalyhead",NA
607055,"Trematomus hansoni","Striped rockcod",NA
607082,"Pogonophryne permitini","Pogonophryne permitini",NA
607103,"Parachaenichthys georgianus","Antarctic dragonfish",NA
607108,"Chionobathyscus dewitti","Chionobathyscus dewitti",NA
607109,"Chionodraco hamatus","Crocodile icefish",NA
607110,"Chionodraco myersi","Chionodraco myersi",NA
607111,"Cryodraco antarcticus","Cryodraco antarcticus",NA
607113,"Neopagetopsis ionah","Bible icefish",NA
607120,"Mancopsetta maculata antarctica","Antarctic armless flounder",NA
607126,"Muraenolepis microps","Smalleye moray cod",NA
607137,"Macrourus carinatus","Ridge scaled rattail",NA
607138,"Macrourus holotrachys","Bigeye grenadier",NA
607139,"Macrourus whitsoni","Whitsons Grenadier",NA
607145,"Psilodraco breviceps","Antarctic dragonfish",NA
607151,"Pseudocyttus maculatus","Smooth oreo",NA
607152,"Zanclorhynchus spinifer","Spiny horsefish",NA
607327,"Balistes capriscus","Grey triggerfish",NA
607354,"Epinephelus multinotatus","White-blotched grouper",NA
607366,"Epinephelus summana","Summan grouper",NA
607430,"Plectropomus pessuliferus","Roving coralgrouper",NA
607614,"Leucoraja circularis","Sandy ray",NA
607616,"Dipturus oxyrinchus","Longnosed skate",NA
607617,"Raja undulata","Undulate ray",NA
607618,"Mobula mobular","Devil fish",NA
607619,"Leucoraja fullonica","Shagreen ray",NA
607620,"Micropogonias furnieri","Whitemouth croaker",NA
607703,"Plectorhinchus gaterinus","Blackspotted rubberlips",NA
607706,"Plectorhinchus schotaf","Minstrel sweetlip",NA
607708,"Pomadasys stridens","Striped piggy",NA
607903,"Pomacanthus maculosus","Yellowbar angelfish",NA
607931,"Crenidens crenidens","Karenteen seabream",NA
607945,"Pelates quadrilineatus","Fourlined terapon",NA
608092,"Parapristipoma octolineatum","African striped grunt",NA
608166,"Rhabdosargus haffara","Haffara seabream",NA
608172,"Odontesthes regia","Silverside",NA
608173,"Girella tricuspidata","Luderick",NA
608289,"Fistularia corneta","Pacific cornetfish",NA
608315,"Plectorhinchus pictus","Trout sweetlips",NA
608390,"Seriolella porosa","Choicy ruff",NA
608421,"Bregmaceros mcclellandi","Spotted codlet",NA
608483,"Lepidorhynchus denticulatus","Thorntooth grenadier",NA
608490,"Rexea solandri","Silver gemfish",NA
608540,"Aphanopus intermedius","Intermediate scabbardfish",NA
608556,"Pseudopleuronectes herzensteini","Littlemouth flounder",NA
608816,"Cephalopholis fulva","Coney",NA
608852,"Solea senegalensis","Senegalese sole",NA
608924,"Raja asterias","Starry ray",NA
608991,"Spectrunculus grandis","Pudgy cuskeel",NA
609000,"Hydrolagus mirabilis","Large-eyed rabbitfish",NA
609005,"Rhinochimaera atlantica","Spearnose chimaera",NA
609146,"Neocyttus rhomboidalis","Spiky oreo",NA
609256,"Amblyraja hyperborea","Arctic skate",NA
609907,"Gerres nigri","Guinean striped mojarra",NA
609908,"Plectorhinchus macrolepis","Biglip grunt",NA
610106,"Nemadactylus macropterus","Tarakihi",NA
610190,"Schedophilus pemarco","Pemarco blackfish",NA
610220,"Arius thalassinus","Giant seacatfish",NA
610238,"Benthosema pterotum","Skinnycheek lanternfish",NA
610256,"Lophius vomerinus","Cape monk",NA
610307,"Cheilopogon agoo","Japanese flyingfish",NA
610308,"Patagonotothen ramsayi","Ramsay's icefish",NA
610676,"Cyttus traversi","King dory",NA
611820,"Abudefduf luridus","Canary damsel",NA
612005,"Paratrachichthys trailli","Sandpaper fish",NA
612354,"Paristiopterus labiosus","Giant boarfish",NA
612357,"Pentaceros decacanthus","Bigspined boarfish",NA
612547,"Coregonus muksun","Muksun",NA
612917,"Prolatilus jugularis","Tilefish",NA
612918,"Seriolella brama","Common warehou",NA
612919,"Seriolella caerulea","White warehou",NA
612920,"Kathetostoma giganteum","Giant stargazer",NA
612922,"Seriolella punctata","Silver warehou",NA
612962,"Allocyttus niger","Black oreo",NA
613025,"Sparisoma cretense","Parrotfish",NA
613139,"Meuschenia scaber","Velvet leatherjacket",NA
613144,"Zearaja nasuta","New Zealand rough skate",NA
613146,"Hydrolagus novaezealandiae","Dark ghost shark",NA
614063,"Mullus argentinae","Argentine goatfish",NA
614129,"Centroberyx affinis","Redfish",NA
614242,"Centriscops humerosus","Banded yellowfish",NA
614290,"Thunnus orientalis","Pacific bluefin tuna",NA
614354,"Lepidoperca pulchella","Orange perch",NA
614383,"Scarus persicus","Gulf parrotfish",NA
614693,"Merluccius gayi peruanus","Peruvian hake",NA
615380,"Rhynchobatus australiae","White-spotted shovelnose ray",NA
615483,"Himantura gerrardi","Sharpnose stingray",NA
624237,"Lepidopsetta bilineata","Rock sole",NA
