comname,sciname,ico_gl,ico_rgn_id,iucn_sid,subpop,cat_2016,year,assess_year,cat,cat_txt,cat_score,eval_yr,cat_2016_score
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1979,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1980,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1981,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1982,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1983,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1984,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1985,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1986,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1987,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1988,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1989,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1990,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1991,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1992,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1993,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1994,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1995,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1996,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1997,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1998,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,1999,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2000,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2001,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2002,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2003,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2004,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2005,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2006,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2007,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2008,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2009,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2010,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2011,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2012,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2013,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2014,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2015,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2016,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2017,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2018,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2019,NA,LC,Least Concern,0,NA,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2020,2020,LC,Least Concern,0,2020,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2021,NA,LC,Least Concern,0,2020,0
Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,13249,NA,LC,2022,NA,LC,Least Concern,0,2020,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1965,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1966,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1967,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1968,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1969,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1970,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1971,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1972,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1973,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1974,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1975,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1976,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1977,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1978,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1979,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1980,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1981,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1982,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1983,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1984,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1985,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1986,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1987,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1988,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1989,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1990,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1991,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1992,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1993,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1994,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1995,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1996,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1997,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1998,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,1999,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2000,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2001,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2002,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2003,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2004,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2005,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2006,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2007,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2008,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2009,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2010,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2011,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2012,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2013,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2014,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2015,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2016,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2017,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2018,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2019,NA,LC,Least Concern,0,NA,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2020,2020,LC,Least Concern,0,2020,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2021,NA,LC,Least Concern,0,2020,0
True's beaked whale,Mesoplodon mirus,FALSE,16,13250,NA,LC,2022,NA,LC,Least Concern,0,2020,0
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1965,1965,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1966,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1967,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1968,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1969,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1970,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1971,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1972,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1973,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1974,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1975,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1976,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1977,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1978,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1979,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1980,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1981,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1982,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1983,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1984,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1985,NA,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1986,1986,EN,Endangered,0.6,1986,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1987,NA,EN,Endangered,0.6,1986,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1988,1988,EN,Endangered,0.6,1988,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1989,NA,EN,Endangered,0.6,1988,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1990,1990,EN,Endangered,0.6,1990,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1991,NA,EN,Endangered,0.6,1990,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1992,NA,EN,Endangered,0.6,1990,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1993,NA,EN,Endangered,0.6,1990,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1994,1994,EN,Endangered,0.6,1994,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1995,NA,EN,Endangered,0.6,1994,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1996,1996,CR,Critically Endangered,0.8,1996,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1997,NA,CR,Critically Endangered,0.8,1996,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1998,NA,CR,Critically Endangered,0.8,1996,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,1999,NA,CR,Critically Endangered,0.8,1996,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2000,NA,CR,Critically Endangered,0.8,1996,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2001,NA,CR,Critically Endangered,0.8,1996,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2002,NA,CR,Critically Endangered,0.8,1996,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2003,NA,CR,Critically Endangered,0.8,1996,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2004,NA,CR,Critically Endangered,0.8,1996,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2005,NA,CR,Critically Endangered,0.8,1996,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2006,NA,CR,Critically Endangered,0.8,1996,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2007,NA,CR,Critically Endangered,0.8,1996,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2008,2008,CR,Critically Endangered,0.8,2008,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2009,NA,CR,Critically Endangered,0.8,2008,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2010,NA,CR,Critically Endangered,0.8,2008,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2011,NA,CR,Critically Endangered,0.8,2008,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2012,NA,CR,Critically Endangered,0.8,2008,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2013,2008,CR,Critically Endangered,0.8,2013,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2014,NA,CR,Critically Endangered,0.8,2013,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2015,2015,EN,Endangered,0.6,2015,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2016,NA,EN,Endangered,0.6,2015,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2017,NA,EN,Endangered,0.6,2015,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2018,NA,EN,Endangered,0.6,2015,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2019,NA,EN,Endangered,0.6,2015,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2020,NA,EN,Endangered,0.6,2015,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2021,NA,EN,Endangered,0.6,2015,0.6
Mediterranean monk seal,Monachus monachus,FALSE,183,13653,NA,EN,2022,NA,EN,Endangered,0.6,2015,0.6
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1965,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1966,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1967,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1968,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1969,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1970,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1971,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1972,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1973,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1974,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1975,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1976,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1977,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1978,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1979,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1980,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1981,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1982,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1983,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1984,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1985,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1986,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1987,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1988,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1989,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1990,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1991,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1992,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1993,NA,VU,Vulnerable,0.4,NA,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1994,1994,VU,Vulnerable,0.4,1994,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1995,NA,VU,Vulnerable,0.4,1994,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1996,1996,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1997,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1998,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,1999,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2000,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2001,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2002,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2003,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2004,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2005,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2006,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2007,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2008,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2009,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2010,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2011,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2012,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2013,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2014,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2015,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2016,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2017,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2018,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2019,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2020,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2021,NA,VU,Vulnerable,0.4,1996,NA
Flatback Turtle,Natator depressus,TRUE,NA,14363,NA,DD,2022,NA,VU,Vulnerable,0.4,1996,NA
Irrawaddy Dolphin,Orcaella brevirostris,TRUE,NA,15419,NA,EN,1965,NA,VU,Vulnerable,0.4,NA,0.6
Irrawaddy Dolphin,Orcaella brevirostris,TRUE,NA,15419,NA,EN,1966,NA,VU,Vulnerable,0.4,NA,0.6
Irrawaddy Dolphin,Orcaella brevirostris,TRUE,NA,15419,NA,EN,1967,NA,VU,Vulnerable,0.4,NA,0.6
Irrawaddy Dolphin,Orcaella brevirostris,TRUE,NA,15419,NA,EN,1968,NA,VU,Vulnerable,0.4,NA,0.6
Irrawaddy Dolphin,Orcaella brevirostris,TRUE,NA,15419,NA,EN,1969,NA,VU,Vulnerable,0.4,NA,0.6
Irrawaddy Dolphin,Orcaella brevirostris,TRUE,NA,15419,NA,EN,1970,NA,VU,Vulnerable,0.4,NA,0.6
Irrawaddy Dolphin,Orcaella brevirostris,TRUE,NA,15419,NA,EN,1971,NA,VU,Vulnerable,0.4,NA,0.6
