rgn_id,year,arrivals_method,arrivals_gapfilled
106,2013,UNWTO,NA
106,2014,UNWTO,NA
106,2015,UNWTO,NA
106,2016,UNWTO,NA
106,2017,UNWTO,NA
106,2018,UNWTO,NA
106,2019,UNWTO,NA
106,2020,UNWTO,NA
106,2021,UNWTO,NA
108,2008,UNWTO,NA
108,2009,UNWTO,NA
108,2010,UNWTO,NA
108,2011,UNWTO,NA
108,2012,UNWTO,NA
108,2013,UNWTO,NA
108,2014,UNWTO,NA
108,2015,UNWTO,NA
108,2016,UNWTO,NA
108,2017,UNWTO,NA
108,2018,UNWTO,NA
108,2019,UNWTO,NA
108,2020,UNWTO,NA
108,2021,UNWTO,NA
110,2008,UNWTO,NA
110,2009,UNWTO,NA
110,2010,UNWTO,NA
110,2011,UNWTO,NA
110,2012,UNWTO,NA
110,2013,UNWTO,NA
110,2014,UNWTO,NA
110,2015,UNWTO,NA
110,2016,UNWTO,NA
110,2017,UNWTO,NA
110,2018,UNWTO,NA
110,2019,UNWTO,NA
110,2020,UNWTO,NA
110,2021,UNWTO,NA
111,2008,UNWTO,NA
111,2009,UNWTO,NA
111,2010,UNWTO,NA
111,2011,UNWTO,NA
111,2012,UNWTO,NA
111,2013,UNWTO,NA
111,2014,UNWTO,NA
111,2015,UNWTO,NA
111,2016,UNWTO,NA
111,2017,UNWTO,NA
111,2018,UNWTO,NA
111,2019,UNWTO,NA
111,2020,UNWTO,NA
111,2021,UNWTO,NA
112,2008,UNWTO,NA
112,2009,UNWTO,NA
112,2010,UNWTO,NA
112,2011,UNWTO,NA
112,2012,UNWTO,NA
112,2013,UNWTO,NA
112,2014,UNWTO,NA
112,2015,UNWTO,NA
112,2016,UNWTO,NA
112,2017,UNWTO,NA
112,2018,UNWTO,NA
112,2019,UNWTO,NA
112,2020,UNWTO,NA
112,2021,2020 and 2021 gapfill method,gapfilled
113,2008,UNWTO,NA
113,2009,UNWTO,NA
113,2010,UNWTO,NA
113,2011,UNWTO,NA
113,2012,UNWTO,NA
113,2013,UNWTO,NA
113,2014,UNWTO,NA
113,2015,UNWTO,NA
113,2016,UNWTO,NA
113,2017,UNWTO,NA
113,2018,UNWTO,NA
113,2019,UNWTO,NA
113,2020,UNWTO,NA
113,2021,UNWTO,NA
114,2008,UNWTO,NA
114,2009,UNWTO,NA
114,2010,UNWTO,NA
114,2011,UNWTO,NA
114,2012,UNWTO,NA
114,2013,UNWTO,NA
114,2014,UNWTO,NA
114,2015,UNWTO,NA
114,2016,UNWTO,NA
114,2017,UNWTO,NA
114,2018,UNWTO,NA
114,2019,UNWTO,NA
114,2020,UNWTO,NA
114,2021,2020 and 2021 gapfill method,gapfilled
115,2008,UNWTO,NA
115,2009,UNWTO,NA
115,2010,UNWTO,NA
115,2011,UNWTO,NA
115,2012,UNWTO,NA
115,2013,UNWTO,NA
115,2014,UNWTO,NA
115,2015,UNWTO,NA
115,2016,UNWTO,NA
115,2017,UNWTO,NA
115,2018,UNWTO,NA
115,2019,UNWTO,NA
115,2020,UNWTO,NA
115,2021,UNWTO,NA
116,2008,UNWTO,NA
116,2009,UNWTO,NA
116,2010,UNWTO,NA
116,2011,UNWTO,NA
116,2012,UNWTO,NA
116,2013,UNWTO,NA
116,2014,UNWTO,NA
116,2015,UNWTO,NA
116,2016,UNWTO,NA
116,2017,UNWTO,NA
116,2018,UNWTO,NA
116,2019,UNWTO,NA
116,2020,UNWTO,NA
116,2021,2020 and 2021 gapfill method,gapfilled
117,2008,UNWTO,NA
117,2009,UNWTO,NA
117,2010,UNWTO,NA
117,2011,UNWTO,NA
117,2012,UNWTO,NA
117,2013,UNWTO,NA
117,2014,UNWTO,NA
117,2015,UNWTO,NA
117,2016,UNWTO,NA
117,2017,UNWTO,NA
117,2018,UNWTO,NA
117,2019,UNWTO,NA
117,2020,UNWTO,NA
117,2021,2020 and 2021 gapfill method,gapfilled
118,2008,UNWTO,NA
118,2009,UNWTO,NA
118,2010,UNWTO,NA
118,2011,UNWTO,NA
118,2012,UNWTO,NA
118,2013,UNWTO,NA
118,2014,UNWTO,NA
118,2015,UNWTO,NA
118,2016,UNWTO,NA
118,2017,UNWTO,NA
118,2018,UNWTO,NA
118,2019,UNWTO,NA
118,2020,UNWTO,NA
118,2021,UNWTO,NA
119,2008,UNWTO,NA
119,2009,UNWTO,NA
119,2010,UNWTO,NA
119,2011,UNWTO,NA
119,2012,UNWTO,NA
119,2013,UNWTO,NA
119,2014,UNWTO,NA
119,2015,UNWTO,NA
119,2016,UNWTO,NA
119,2017,UNWTO,NA
119,2018,UNWTO,NA
119,2019,UNWTO,NA
119,2020,UNWTO,NA
119,2021,2020 and 2021 gapfill method,gapfilled
120,2008,UNWTO,NA
120,2009,UNWTO,NA
120,2010,UNWTO,NA
120,2011,UNWTO,NA
120,2012,UNWTO,NA
120,2013,UNWTO,NA
120,2014,UNWTO,NA
120,2015,UNWTO,NA
120,2016,UNWTO,NA
120,2017,UNWTO,NA
120,2018,UNWTO,NA
120,2019,UNWTO,NA
120,2020,UNWTO,NA
120,2021,UNWTO,NA
121,2008,UNWTO,NA
121,2009,UNWTO,NA
121,2010,UNWTO,NA
121,2011,UNWTO,NA
121,2012,UNWTO,NA
121,2013,UNWTO,NA
121,2014,UNWTO,NA
121,2015,UNWTO,NA
121,2016,UNWTO,NA
121,2017,UNWTO,NA
121,2018,UNWTO,NA
121,2019,UNWTO,NA
121,2020,UNWTO,NA
121,2021,UNWTO,NA
122,2008,UNWTO,NA
122,2009,UNWTO,NA
122,2010,UNWTO,NA
122,2011,UNWTO,NA
122,2012,UNWTO,NA
122,2013,UNWTO,NA
122,2014,UNWTO,NA
122,2015,UNWTO,NA
122,2016,UNWTO,NA
122,2017,UNWTO,NA
122,2018,UNWTO,NA
122,2019,UNWTO,NA
122,2020,UNWTO,NA
122,2021,UNWTO,NA
123,2008,UNWTO,NA
123,2009,UNWTO,NA
123,2010,UNWTO,NA
123,2011,UNWTO,NA
123,2012,UNWTO,NA
123,2013,UNWTO,NA
123,2014,UNWTO,NA
123,2015,UNWTO,NA
123,2016,UNWTO,NA
123,2017,UNWTO,NA
123,2018,UNWTO,NA
123,2019,UNWTO,NA
123,2020,UNWTO,NA
123,2021,2020 and 2021 gapfill method,gapfilled
124,2008,UNWTO,NA
124,2009,UNWTO,NA
124,2010,UNWTO,NA
124,2011,UNWTO,NA
124,2012,UNWTO,NA
124,2013,UNWTO,NA
124,2014,UNWTO,NA
124,2015,UNWTO,NA
124,2016,UNWTO,NA
124,2017,UNWTO,NA
124,2018,UNWTO,NA
124,2019,UNWTO,NA
124,2020,UNWTO,NA
124,2021,2020 and 2021 gapfill method,gapfilled
125,2008,UNWTO,NA
125,2009,UNWTO,NA
125,2010,UNWTO,NA
125,2011,UNWTO,NA
125,2012,UNWTO,NA
125,2013,UNWTO,NA
125,2014,UNWTO,NA
125,2015,UNWTO,NA
125,2016,UNWTO,NA
125,2017,UNWTO,NA
125,2018,UNWTO,NA
125,2019,UNWTO,NA
125,2020,UNWTO,NA
125,2021,2020 and 2021 gapfill method,gapfilled
126,2008,UNWTO,NA
126,2009,UNWTO,NA
126,2010,UNWTO,NA
126,2011,UNWTO,NA
126,2012,UNWTO,NA
126,2013,UNWTO,NA
126,2014,UNWTO,NA
126,2015,UNWTO,NA
126,2016,UNWTO,NA
126,2017,UNWTO,NA
126,2018,UNWTO,NA
126,2019,UNWTO,NA
126,2020,UNWTO,NA
126,2021,UNWTO,NA
127,2008,UNWTO,NA
127,2009,UNWTO,NA
127,2010,UNWTO,NA
127,2011,UNWTO,NA
127,2012,UNWTO,NA
127,2013,UNWTO,NA
127,2014,UNWTO,NA
127,2015,UNWTO,NA
127,2016,UNWTO,NA
127,2017,UNWTO,NA
127,2018,UNWTO,NA
127,2019,UNWTO,NA
127,2020,UNWTO,NA
127,2021,UNWTO,NA
129,2008,UNWTO,NA
129,2009,UNWTO,NA
129,2010,UNWTO,NA
129,2011,UNWTO,NA
129,2012,UNWTO,NA
129,2013,UNWTO,NA
129,2014,UNWTO,NA
129,2015,UNWTO,NA
129,2016,UNWTO,NA
129,2017,UNWTO,NA
129,2018,UNWTO,NA
129,2019,UNWTO,NA
129,2020,UNWTO,NA
129,2021,UNWTO,NA
130,2008,UNWTO,NA
130,2009,UNWTO,NA
130,2010,UNWTO,NA
130,2011,UNWTO,NA
130,2012,UNWTO,NA
130,2013,UNWTO,NA
130,2014,UNWTO,NA
130,2015,UNWTO,NA
130,2016,UNWTO,NA
130,2017,UNWTO,NA
130,2018,UNWTO,NA
130,2019,UNWTO,NA
130,2020,UNWTO,NA
130,2021,UNWTO,NA
131,2008,UNWTO,NA
131,2009,UNWTO,NA
131,2010,UNWTO,NA
131,2011,UNWTO,NA
131,2012,UNWTO,NA
131,2013,UNWTO,NA
131,2014,UNWTO,NA
131,2015,UNWTO,NA
131,2016,UNWTO,NA
131,2017,UNWTO,NA
131,2018,UNWTO,NA
131,2019,UNWTO,NA
131,2020,UNWTO,NA
131,2021,UNWTO,NA
132,2008,UNWTO,NA
132,2009,UNWTO,NA
132,2010,UNWTO,NA
132,2011,UNWTO,NA
132,2012,UNWTO,NA
132,2013,UNWTO,NA
132,2014,UNWTO,NA
132,2015,UNWTO,NA
132,2016,UNWTO,NA
132,2017,UNWTO,NA
132,2018,UNWTO,NA
132,2019,UNWTO,NA
132,2020,UNWTO,NA
132,2021,UNWTO,NA
133,2008,UNWTO,NA
133,2009,UNWTO,NA
133,2010,UNWTO,NA
133,2011,UNWTO,NA
133,2012,UNWTO,NA
133,2013,UNWTO,NA
133,2014,UNWTO,NA
133,2015,UNWTO,NA
133,2016,UNWTO,NA
133,2017,UNWTO,NA
133,2018,UNWTO,NA
133,2019,UNWTO,NA
133,2020,UNWTO,NA
133,2021,UNWTO,NA
134,2008,UNWTO,NA
134,2009,UNWTO,NA
134,2010,UNWTO,NA
134,2011,UNWTO,NA
134,2012,UNWTO,NA
134,2013,UNWTO,NA
134,2014,UNWTO,NA
134,2015,UNWTO,NA
134,2016,UNWTO,NA
134,2017,UNWTO,NA
134,2018,UNWTO,NA
134,2019,UNWTO,NA
134,2020,UNWTO,NA
134,2021,UNWTO,NA
135,2008,UNWTO,NA
135,2009,UNWTO,NA
135,2010,UNWTO,NA
135,2011,UNWTO,NA
135,2012,UNWTO,NA
135,2013,UNWTO,NA
135,2014,UNWTO,NA
135,2015,UNWTO,NA
135,2016,UNWTO,NA
135,2017,UNWTO,NA
135,2018,UNWTO,NA
135,2019,UNWTO,NA
135,2020,UNWTO,NA
135,2021,2020 and 2021 gapfill method,gapfilled
136,2008,UNWTO,NA
136,2009,UNWTO,NA
136,2010,UNWTO,NA
136,2011,UNWTO,NA
136,2012,UNWTO,NA
136,2013,UNWTO,NA
136,2014,UNWTO,NA
136,2015,UNWTO,NA
136,2016,UNWTO,NA
136,2017,UNWTO,NA
136,2018,UNWTO,NA
136,2019,UNWTO,NA
136,2020,UNWTO,NA
136,2021,UNWTO,NA
138,2008,UNWTO,NA
138,2009,UNWTO,NA
138,2010,UNWTO,NA
138,2011,UNWTO,NA
138,2012,UNWTO,NA
138,2013,UNWTO,NA
138,2014,UNWTO,NA
138,2015,UNWTO,NA
138,2016,UNWTO,NA
138,2017,UNWTO,NA
138,2018,UNWTO,NA
138,2019,UNWTO,NA
138,2020,UNWTO,NA
138,2021,UNWTO,NA
139,2008,UNWTO,NA
139,2009,UNWTO,NA
139,2010,UNWTO,NA
139,2011,UNWTO,NA
139,2012,UNWTO,NA
139,2013,UNWTO,NA
139,2014,UNWTO,NA
139,2015,UNWTO,NA
139,2016,UNWTO,NA
139,2017,UNWTO,NA
139,2018,linear model,gapfilled
139,2019,linear model,gapfilled
139,2020,2020 and 2021 gapfill method,gapfilled
139,2021,2020 and 2021 gapfill method,gapfilled
143,2008,UNWTO,NA
143,2009,UNWTO,NA
143,2010,UNWTO,NA
143,2011,UNWTO,NA
143,2012,UNWTO,NA
143,2013,UNWTO,NA
143,2014,UNWTO,NA
143,2015,UNWTO,NA
143,2016,UNWTO,NA
143,2017,UNWTO,NA
143,2018,UNWTO,NA
143,2019,UNWTO,NA
143,2020,UNWTO,NA
143,2021,UNWTO,NA
147,2008,UNWTO,NA
147,2009,UNWTO,NA
147,2010,UNWTO,NA
147,2011,UNWTO,NA
147,2012,UNWTO,NA
147,2013,UNWTO,NA
147,2014,UNWTO,NA
147,2015,UNWTO,NA
147,2016,UNWTO,NA
147,2017,UNWTO,NA
147,2018,UNWTO,NA
147,2019,UNWTO,NA
147,2020,UNWTO,NA
147,2021,UNWTO,NA
148,2008,UNWTO,NA
148,2009,UNWTO,NA
148,2010,UNWTO,NA
148,2011,UNWTO,NA
148,2012,UNWTO,NA
148,2013,UNWTO,NA
148,2014,UNWTO,NA
148,2015,UNWTO,NA
148,2016,UNWTO,NA
148,2017,UNWTO,NA
148,2018,UNWTO,NA
148,2019,UNWTO,NA
148,2020,UNWTO,NA
148,2021,2020 and 2021 gapfill method,gapfilled
151,2008,UNWTO,NA
151,2009,UNWTO,NA
151,2010,UNWTO,NA
151,2011,UNWTO,NA
151,2012,UNWTO,NA
151,2013,UNWTO,NA
151,2014,UNWTO,NA
151,2015,UNWTO,NA
151,2016,UNWTO,NA
151,2017,UNWTO,NA
151,2018,UNWTO,NA
151,2019,UNWTO,NA
151,2020,UNWTO,NA
151,2021,2020 and 2021 gapfill method,gapfilled
152,2008,UNWTO,NA
152,2009,UNWTO,NA
152,2010,UNWTO,NA
152,2011,UNWTO,NA
152,2012,UNWTO,NA
152,2013,UNWTO,NA
152,2014,UNWTO,NA
152,2015,UNWTO,NA
152,2016,UNWTO,NA
152,2017,UNWTO,NA
152,2018,UNWTO,NA
152,2019,UNWTO,NA
152,2020,UNWTO,NA
152,2021,UNWTO,NA
153,2008,UNWTO,NA
153,2009,UNWTO,NA
153,2010,UNWTO,NA
153,2011,UNWTO,NA
153,2012,UNWTO,NA
153,2013,UNWTO,NA
153,2014,UNWTO,NA
153,2015,UNWTO,NA
153,2016,UNWTO,NA
153,2017,UNWTO,NA
153,2018,UNWTO,NA
153,2019,UNWTO,NA
153,2020,UNWTO,NA
153,2021,UNWTO,NA
155,2008,UNWTO,NA
155,2009,UNWTO,NA
155,2010,UNWTO,NA
155,2011,UNWTO,NA
155,2012,UNWTO,NA
155,2013,UNWTO,NA
155,2014,UNWTO,NA
155,2015,UNWTO,NA
155,2016,UNWTO,NA
155,2017,UNWTO,NA
155,2018,UNWTO,NA
155,2019,UNWTO,NA
155,2020,UNWTO,NA
155,2021,UNWTO,NA
157,2008,UNWTO,NA
157,2009,UNWTO,NA
157,2010,UNWTO,NA
157,2011,UNWTO,NA
157,2012,UNWTO,NA
157,2013,UNWTO,NA
157,2014,UNWTO,NA
157,2015,UNWTO,NA
157,2016,UNWTO,NA
157,2017,UNWTO,NA
157,2018,UNWTO,NA
157,2019,UNWTO,NA
157,2020,UNWTO,NA
157,2021,2020 and 2021 gapfill method,gapfilled
162,2008,UNWTO,NA
162,2009,UNWTO,NA
162,2010,UNWTO,NA
162,2011,UNWTO,NA
162,2012,UNWTO,NA
162,2013,UNWTO,NA
162,2014,UNWTO,NA
162,2015,UNWTO,NA
162,2016,UNWTO,NA
162,2017,UNWTO,NA
162,2018,UNWTO,NA
162,2019,UNWTO,NA
162,2020,UNWTO,NA
162,2021,UNWTO,NA
163,2008,UNWTO,NA
163,2009,UNWTO,NA
163,2010,UNWTO,NA
163,2011,UNWTO,NA
163,2012,UNWTO,NA
163,2013,UNWTO,NA
163,2014,UNWTO,NA
163,2015,UNWTO,NA
163,2016,UNWTO,NA
163,2017,UNWTO,NA
163,2018,UNWTO,NA
163,2019,UNWTO,NA
163,2020,UNWTO,NA
163,2021,UNWTO,NA
164,2008,UNWTO,NA
164,2009,UNWTO,NA
164,2010,UNWTO,NA
164,2011,UNWTO,NA
164,2012,UNWTO,NA
164,2013,UNWTO,NA
164,2014,UNWTO,NA
164,2015,UNWTO,NA
164,2016,UNWTO,NA
164,2017,UNWTO,NA
164,2018,UNWTO,NA
164,2019,UNWTO,NA
164,2020,UNWTO,NA
164,2021,UNWTO,NA
166,2008,UNWTO,NA
166,2009,UNWTO,NA
166,2010,UNWTO,NA
166,2011,UNWTO,NA
166,2012,UNWTO,NA
166,2013,UNWTO,NA
166,2014,UNWTO,NA
166,2015,UNWTO,NA
166,2016,UNWTO,NA
166,2017,UNWTO,NA
166,2018,UNWTO,NA
166,2019,UNWTO,NA
166,2020,UNWTO,NA
166,2021,UNWTO,NA
167,2008,UNWTO,NA
167,2009,UNWTO,NA
167,2010,UNWTO,NA
167,2011,UNWTO,NA
167,2012,UNWTO,NA
167,2013,UNWTO,NA
167,2014,UNWTO,NA
167,2015,UNWTO,NA
167,2016,UNWTO,NA
167,2017,UNWTO,NA
167,2018,UNWTO,NA
167,2019,UNWTO,NA
167,2020,UNWTO,NA
167,2021,2020 and 2021 gapfill method,gapfilled
168,2008,UNWTO,NA
168,2009,UNWTO,NA
168,2010,UNWTO,NA
168,2011,UNWTO,NA
168,2012,UNWTO,NA
168,2013,UNWTO,NA
168,2014,UNWTO,NA
168,2015,UNWTO,NA
168,2016,UNWTO,NA
168,2017,UNWTO,NA
168,2018,linear model,gapfilled
168,2019,linear model,gapfilled
168,2020,2020 and 2021 gapfill method,gapfilled
168,2021,2020 and 2021 gapfill method,gapfilled
169,2008,nearby year,gapfilled
169,2009,UNWTO,NA
169,2010,nearby year,gapfilled
169,2011,nearby year,gapfilled
169,2012,nearby year,gapfilled
169,2013,nearby year,gapfilled
169,2014,nearby year,gapfilled
169,2015,UNWTO,NA
169,2016,UNWTO,NA
169,2017,UNWTO,NA
169,2018,linear model,gapfilled
169,2019,linear model,gapfilled
169,2020,2020 and 2021 gapfill method,gapfilled
169,2021,2020 and 2021 gapfill method,gapfilled
171,2008,UNWTO,NA
171,2009,UNWTO,NA
171,2010,UNWTO,NA
171,2011,UNWTO,NA
171,2012,UNWTO,NA
171,2013,UNWTO,NA
171,2014,UNWTO,NA
171,2015,UNWTO,NA
171,2016,UNWTO,NA
171,2017,UNWTO,NA
171,2018,UNWTO,NA
171,2019,UNWTO,NA
171,2020,UNWTO,NA
171,2021,2020 and 2021 gapfill method,gapfilled
172,2008,UNWTO,NA
172,2009,UNWTO,NA
172,2010,UNWTO,NA
172,2011,UNWTO,NA
172,2012,UNWTO,NA
172,2013,UNWTO,NA
172,2014,UNWTO,NA
172,2015,UNWTO,NA
172,2016,UNWTO,NA
172,2017,UNWTO,NA
172,2018,UNWTO,NA
172,2019,UNWTO,NA
172,2020,UNWTO,NA
172,2021,UNWTO,NA
173,2008,UNWTO,NA
173,2009,UNWTO,NA
173,2010,UNWTO,NA
173,2011,UNWTO,NA
173,2012,UNWTO,NA
173,2013,UNWTO,NA
173,2014,UNWTO,NA
173,2015,UNWTO,NA
173,2016,UNWTO,NA
173,2017,UNWTO,NA
173,2018,UNWTO,NA
173,2019,UNWTO,NA
173,2020,2020 and 2021 gapfill method,gapfilled
173,2021,2020 and 2021 gapfill method,gapfilled
174,2008,UNWTO,NA
174,2009,UNWTO,NA
174,2010,UNWTO,NA
174,2011,UNWTO,NA
174,2012,UNWTO,NA
174,2013,UNWTO,NA
174,2014,UNWTO,NA
174,2015,UNWTO,NA
174,2016,UNWTO,NA
174,2017,UNWTO,NA
174,2018,UNWTO,NA
174,2019,UNWTO,NA
174,2020,UNWTO,NA
174,2021,UNWTO,NA
175,2008,UNWTO,NA
175,2009,UNWTO,NA
175,2010,UNWTO,NA
175,2011,UNWTO,NA
175,2012,UNWTO,NA
175,2013,UNWTO,NA
175,2014,UNWTO,NA
175,2015,UNWTO,NA
175,2016,UNWTO,NA
175,2017,UNWTO,NA
175,2018,UNWTO,NA
175,2019,UNWTO,NA
175,2020,UNWTO,NA
175,2021,UNWTO,NA
176,2008,UNWTO,NA
176,2009,UNWTO,NA
176,2010,UNWTO,NA
176,2011,UNWTO,NA
176,2012,UNWTO,NA
176,2013,UNWTO,NA
176,2014,UNWTO,NA
176,2015,UNWTO,NA
176,2016,UNWTO,NA
176,2017,UNWTO,NA
176,2018,UNWTO,NA
176,2019,UNWTO,NA
176,2020,UNWTO,NA
176,2021,UNWTO,NA
177,2008,UNWTO,NA
177,2009,UNWTO,NA
177,2010,UNWTO,NA
177,2011,UNWTO,NA
177,2012,UNWTO,NA
177,2013,UNWTO,NA
177,2014,UNWTO,NA
177,2015,UNWTO,NA
177,2016,UNWTO,NA
177,2017,UNWTO,NA
177,2018,UNWTO,NA
177,2019,UNWTO,NA
177,2020,UNWTO,NA
177,2021,2020 and 2021 gapfill method,gapfilled
178,2008,UNWTO,NA
178,2009,UNWTO,NA
178,2010,UNWTO,NA
178,2011,UNWTO,NA
178,2012,UNWTO,NA
178,2013,UNWTO,NA
178,2014,UNWTO,NA
178,2015,UNWTO,NA
178,2016,UNWTO,NA
178,2017,UNWTO,NA
178,2018,UNWTO,NA
178,2019,UNWTO,NA
178,2020,UNWTO,NA
178,2021,2020 and 2021 gapfill method,gapfilled
179,2008,UNWTO,NA
179,2009,UNWTO,NA
179,2010,UNWTO,NA
179,2011,UNWTO,NA
179,2012,UNWTO,NA
179,2013,UNWTO,NA
179,2014,UNWTO,NA
179,2015,UNWTO,NA
179,2016,UNWTO,NA
179,2017,UNWTO,NA
179,2018,UNWTO,NA
179,2019,UNWTO,NA
179,2020,UNWTO,NA
179,2021,2020 and 2021 gapfill method,gapfilled
180,2008,UNWTO,NA
180,2009,UNWTO,NA
180,2010,UNWTO,NA
180,2011,UNWTO,NA
180,2012,UNWTO,NA
180,2013,UNWTO,NA
180,2014,UNWTO,NA
180,2015,UNWTO,NA
180,2016,UNWTO,NA
180,2017,UNWTO,NA
180,2018,UNWTO,NA
180,2019,UNWTO,NA
180,2020,UNWTO,NA
180,2021,2020 and 2021 gapfill method,gapfilled
181,2008,UNWTO,NA
181,2009,UNWTO,NA
181,2010,UNWTO,NA
181,2011,UNWTO,NA
181,2012,UNWTO,NA
181,2013,UNWTO,NA
181,2014,UNWTO,NA
181,2015,UNWTO,NA
181,2016,UNWTO,NA
181,2017,UNWTO,NA
181,2018,UNWTO,NA
181,2019,UNWTO,NA
181,2020,2020 and 2021 gapfill method,gapfilled
181,2021,2020 and 2021 gapfill method,gapfilled
182,2008,UNWTO,NA
182,2009,UNWTO,NA
182,2010,UNWTO,NA
182,2011,UNWTO,NA
182,2012,UNWTO,NA
182,2013,UNWTO,NA
182,2014,UNWTO,NA
182,2015,UNWTO,NA
182,2016,UNWTO,NA
182,2017,UNWTO,NA
182,2018,UNWTO,NA
182,2019,UNWTO,NA
182,2020,UNWTO,NA
182,2021,UNWTO,NA
183,2008,UNWTO,NA
183,2009,UNWTO,NA
183,2010,UNWTO,NA
183,2011,UNWTO,NA
183,2012,UNWTO,NA
183,2013,UNWTO,NA
183,2014,UNWTO,NA
183,2015,UNWTO,NA
183,2016,UNWTO,NA
183,2017,UNWTO,NA
183,2018,UNWTO,NA
183,2019,UNWTO,NA
183,2020,UNWTO,NA
183,2021,UNWTO,NA
184,2008,UNWTO,NA
184,2009,UNWTO,NA
184,2010,UNWTO,NA
184,2011,UNWTO,NA
184,2012,UNWTO,NA
184,2013,UNWTO,NA
184,2014,UNWTO,NA
184,2015,UNWTO,NA
184,2016,UNWTO,NA
184,2017,UNWTO,NA
184,2018,UNWTO,NA
184,2019,UNWTO,NA
184,2020,UNWTO,NA
184,2021,UNWTO,NA
185,2008,UNWTO,NA
185,2009,UNWTO,NA
185,2010,UNWTO,NA
185,2011,UNWTO,NA
185,2012,UNWTO,NA
185,2013,UNWTO,NA
185,2014,UNWTO,NA
185,2015,UNWTO,NA
185,2016,UNWTO,NA
185,2017,UNWTO,NA
185,2018,UNWTO,NA
185,2019,UNWTO,NA
185,2020,UNWTO,NA
185,2021,UNWTO,NA
186,2008,UNWTO,NA
186,2009,UNWTO,NA
186,2010,UNWTO,NA
186,2011,UNWTO,NA
186,2012,UNWTO,NA
186,2013,UNWTO,NA
186,2014,UNWTO,NA
186,2015,UNWTO,NA
186,2016,UNWTO,NA
186,2017,UNWTO,NA
186,2018,UNWTO,NA
186,2019,UNWTO,NA
186,2020,UNWTO,NA
186,2021,2020 and 2021 gapfill method,gapfilled
187,2008,UNWTO,NA
187,2009,UNWTO,NA
187,2010,UNWTO,NA
187,2011,UNWTO,NA
187,2012,UNWTO,NA
187,2013,UNWTO,NA
187,2014,UNWTO,NA
187,2015,UNWTO,NA
187,2016,UNWTO,NA
187,2017,UNWTO,NA
187,2018,UNWTO,NA
187,2019,UNWTO,NA
187,2020,UNWTO,NA
187,2021,UNWTO,NA
188,2008,UNWTO,NA
188,2009,UNWTO,NA
188,2010,UNWTO,NA
188,2011,UNWTO,NA
188,2012,UNWTO,NA
188,2013,UNWTO,NA
188,2014,UNWTO,NA
188,2015,UNWTO,NA
188,2016,UNWTO,NA
188,2017,UNWTO,NA
188,2018,UNWTO,NA
188,2019,UNWTO,NA
188,2020,UNWTO,NA
188,2021,UNWTO,NA
189,2008,UNWTO,NA
189,2009,UNWTO,NA
189,2010,UNWTO,NA
189,2011,UNWTO,NA
189,2012,UNWTO,NA
189,2013,UNWTO,NA
189,2014,UNWTO,NA
189,2015,UNWTO,NA
189,2016,UNWTO,NA
189,2017,UNWTO,NA
189,2018,UNWTO,NA
189,2019,UNWTO,NA
189,2020,UNWTO,NA
189,2021,2020 and 2021 gapfill method,gapfilled
190,2008,UNWTO,NA
190,2009,linear model,gapfilled
190,2010,linear model,gapfilled
190,2011,linear model,gapfilled
190,2012,linear model,gapfilled
190,2013,linear model,gapfilled
190,2014,linear model,gapfilled
190,2015,linear model,gapfilled
190,2016,linear model,gapfilled
190,2017,linear model,gapfilled
190,2018,linear model,gapfilled
190,2019,linear model,gapfilled
190,2020,2020 and 2021 gapfill method,gapfilled
190,2021,2020 and 2021 gapfill method,gapfilled
193,2008,UNWTO,NA
193,2009,UNWTO,NA
193,2010,UNWTO,NA
193,2011,UNWTO,NA
193,2012,UNWTO,NA
193,2013,UNWTO,NA
193,2014,UNWTO,NA
193,2015,UNWTO,NA
193,2016,UNWTO,NA
193,2017,UNWTO,NA
193,2018,UNWTO,NA
193,2019,UNWTO,NA
193,2020,2020 and 2021 gapfill method,gapfilled
193,2021,2020 and 2021 gapfill method,gapfilled
194,2008,UNWTO,NA
194,2009,nearby year,gapfilled
194,2010,UNWTO,NA
194,2011,UNWTO,NA
194,2012,UNWTO,NA
194,2013,UNWTO,NA
194,2014,UNWTO,NA
194,2015,UNWTO,NA
194,2016,UNWTO,NA
194,2017,UNWTO,NA
194,2018,linear model,gapfilled
194,2019,linear model,gapfilled
194,2020,2020 and 2021 gapfill method,gapfilled
194,2021,2020 and 2021 gapfill method,gapfilled
196,2008,UNWTO,NA
196,2009,UNWTO,NA
196,2010,UNWTO,NA
196,2011,UNWTO,NA
196,2012,UNWTO,NA
196,2013,UNWTO,NA
196,2014,nearby year,gapfilled
196,2015,UNWTO,NA
196,2016,UNWTO,NA
196,2017,UNWTO,NA
196,2018,UNWTO,NA
196,2019,UNWTO,NA
196,2020,UNWTO,NA
196,2021,UNWTO,NA
197,2008,UNWTO,NA
197,2009,UNWTO,NA
197,2010,UNWTO,NA
197,2011,UNWTO,NA
197,2012,UNWTO,NA
197,2013,linear model,gapfilled
197,2014,linear model,gapfilled
197,2015,linear model,gapfilled
197,2016,linear model,gapfilled
197,2017,linear model,gapfilled
197,2018,linear model,gapfilled
197,2019,linear model,gapfilled
197,2020,2020 and 2021 gapfill method,gapfilled
197,2021,2020 and 2021 gapfill method,gapfilled
198,2008,linear model,gapfilled
198,2009,linear model,gapfilled
198,2010,linear model,gapfilled
198,2011,linear model,gapfilled
